id,DateTime,sensor_name,line_no,electrical_conductivity(μS/cm),humidity(Soil_Moisture_level(%RH)),Soil_Temperature[°C],Battery_level(%)
32299,2023-06-29 14:04:16.101,EM500_SMTC_2,2,723,31.9,29.1,
32309,2023-06-29 14:14:17.491,EM500_SMTC_2,2,723,31.9,29.0,
32319,2023-06-29 14:24:18.856,EM500_SMTC_2,2,723,31.74,29.0,
32329,2023-06-29 14:34:20.229,EM500_SMTC_2,2,722,31.74,29.0,
32348,2023-06-29 14:54:22.965,EM500_SMTC_2,2,723,31.61,28.9,
32358,2023-06-29 15:04:24.328,EM500_SMTC_2,2,720,31.55,28.8,
32368,2023-06-29 15:14:25.689,EM500_SMTC_2,2,720,31.48,28.8,
32378,2023-06-29 15:24:27.071,EM500_SMTC_2,2,721,31.48,28.7,
32390,2023-06-29 15:34:28.426,EM500_SMTC_2,2,722,31.41,28.7,
32401,2023-06-29 15:44:29.799,EM500_SMTC_2,2,722,31.41,28.7,
32411,2023-06-29 15:54:31.159,EM500_SMTC_2,2,723,31.41,28.6,
32421,2023-06-29 16:04:32.525,EM500_SMTC_2,2,723,31.41,28.6,
32431,2023-06-29 16:14:33.890,EM500_SMTC_2,2,726,31.35,28.5,
32440,2023-06-29 16:24:35.258,EM500_SMTC_2,2,725,31.35,28.4,
32449,2023-06-29 16:34:36.631,EM500_SMTC_2,2,726,31.35,28.4,
32458,2023-06-29 16:44:37.971,EM500_SMTC_2,2,726,31.35,28.3,
32467,2023-06-29 16:54:39.343,EM500_SMTC_2,2,727,31.21,28.3,
32476,2023-06-29 17:04:40.707,EM500_SMTC_2,2,728,31.21,28.2,
32485,2023-06-29 17:14:42.065,EM500_SMTC_2,2,729,31.21,28.1,
32494,2023-06-29 17:24:43.421,EM500_SMTC_2,2,730,31.21,28.1,
32503,2023-06-29 17:34:44.780,EM500_SMTC_2,2,730,31.21,28.0,
32512,2023-06-29 17:44:46.155,EM500_SMTC_2,2,731,31.21,28.0,
32521,2023-06-29 17:54:47.511,EM500_SMTC_2,2,732,31.21,27.9,
32530,2023-06-29 18:04:48.871,EM500_SMTC_2,2,732,31.13,27.9,
32537,2023-06-29 18:14:50.235,EM500_SMTC_2,2,733,31.13,27.8,
32547,2023-06-29 18:24:51.610,EM500_SMTC_2,2,734,31.13,27.7,
32556,2023-06-29 18:34:52.951,EM500_SMTC_2,2,733,31.13,27.7,
32565,2023-06-29 18:44:54.320,EM500_SMTC_2,2,735,31.13,27.6,
32575,2023-06-29 18:54:55.700,EM500_SMTC_2,2,734,31.13,27.6,
32584,2023-06-29 19:04:57.045,EM500_SMTC_2,2,735,31.07,27.5,
32593,2023-06-29 19:14:58.418,EM500_SMTC_2,2,735,31.07,27.5,
32602,2023-06-29 19:24:59.768,EM500_SMTC_2,2,734,31.07,27.4,
32611,2023-06-29 19:35:01.134,EM500_SMTC_2,2,735,31.07,27.4,
32620,2023-06-29 19:45:02.507,EM500_SMTC_2,2,735,31.0,27.3,
32630,2023-06-29 19:55:03.875,EM500_SMTC_2,2,735,31.0,27.2,
32639,2023-06-29 20:05:05.216,EM500_SMTC_2,2,735,31.0,27.2,
32648,2023-06-29 20:15:06.606,EM500_SMTC_2,2,735,31.0,27.1,
32657,2023-06-29 20:25:07.954,EM500_SMTC_2,2,735,31.0,27.0,
32666,2023-06-29 20:35:09.308,EM500_SMTC_2,2,735,31.0,27.0,
32675,2023-06-29 20:45:10.689,EM500_SMTC_2,2,736,30.93,26.9,
32684,2023-06-29 20:55:12.050,EM500_SMTC_2,2,736,30.93,26.8,
32692,2023-06-29 21:05:13.405,EM500_SMTC_2,2,736,30.93,26.8,
32701,2023-06-29 21:15:14.774,EM500_SMTC_2,2,736,30.93,26.7,
32710,2023-06-29 21:25:16.131,EM500_SMTC_2,2,736,30.93,26.7,
32719,2023-06-29 21:35:17.487,EM500_SMTC_2,2,737,30.86,26.6,
32728,2023-06-29 21:45:18.840,EM500_SMTC_2,2,737,30.86,26.6,
32737,2023-06-29 21:55:20.201,EM500_SMTC_2,2,737,30.86,26.5,
32746,2023-06-29 22:05:21.556,EM500_SMTC_2,2,737,30.86,26.5,
32755,2023-06-29 22:15:22.917,EM500_SMTC_2,2,737,30.86,26.4,
32764,2023-06-29 22:25:24.296,EM500_SMTC_2,2,737,30.86,26.4,
32773,2023-06-29 22:35:25.640,EM500_SMTC_2,2,737,30.86,26.3,
32782,2023-06-29 22:45:26.989,EM500_SMTC_2,2,737,30.8,26.3,
32791,2023-06-29 22:55:28.345,EM500_SMTC_2,2,737,30.8,26.2,
32800,2023-06-29 23:05:29.712,EM500_SMTC_2,2,737,30.8,26.2,
32809,2023-06-29 23:15:31.086,EM500_SMTC_2,2,738,30.8,26.1,
32818,2023-06-29 23:25:32.433,EM500_SMTC_2,2,738,30.8,26.1,
32827,2023-06-29 23:35:33.799,EM500_SMTC_2,2,737,30.8,26.1,
32836,2023-06-29 23:45:35.165,EM500_SMTC_2,2,737,30.66,26.0,
32845,2023-06-29 23:55:36.542,EM500_SMTC_2,2,737,30.66,26.0,
32854,2023-06-30 00:05:37.897,EM500_SMTC_2,2,738,30.66,25.9,
32863,2023-06-30 00:15:39.272,EM500_SMTC_2,2,739,30.66,25.9,
32872,2023-06-30 00:25:40.645,EM500_SMTC_2,2,739,30.66,25.9,
32881,2023-06-30 00:35:42.012,EM500_SMTC_2,2,739,30.8,25.8,
32890,2023-06-30 00:45:43.375,EM500_SMTC_2,2,738,30.8,25.8,
32899,2023-06-30 00:55:44.739,EM500_SMTC_2,2,739,30.8,25.8,
32908,2023-06-30 01:05:46.081,EM500_SMTC_2,2,740,30.66,25.7,
32917,2023-06-30 01:15:47.427,EM500_SMTC_2,2,738,30.8,25.7,
32926,2023-06-30 01:25:48.799,EM500_SMTC_2,2,739,30.8,25.7,
32935,2023-06-30 01:35:50.150,EM500_SMTC_2,2,739,30.8,25.6,
32944,2023-06-30 01:45:51.525,EM500_SMTC_2,2,739,30.66,25.6,
32953,2023-06-30 01:55:52.892,EM500_SMTC_2,2,739,30.66,25.6,
32962,2023-06-30 02:05:54.258,EM500_SMTC_2,2,740,30.66,25.5,
32971,2023-06-30 02:15:55.614,EM500_SMTC_2,2,739,30.66,25.5,
32980,2023-06-30 02:25:56.983,EM500_SMTC_2,2,739,30.66,25.5,
32989,2023-06-30 02:35:58.346,EM500_SMTC_2,2,740,30.66,25.4,
32998,2023-06-30 02:45:59.712,EM500_SMTC_2,2,739,30.66,25.4,
33008,2023-06-30 02:56:01.059,EM500_SMTC_2,2,739,30.6,25.4,
33017,2023-06-30 03:06:02.434,EM500_SMTC_2,2,739,30.6,25.3,
33026,2023-06-30 03:16:03.804,EM500_SMTC_2,2,740,30.6,25.3,
33035,2023-06-30 03:26:05.156,EM500_SMTC_2,2,740,30.6,25.2,
33043,2023-06-30 03:36:06.504,EM500_SMTC_2,2,739,30.6,25.2,
33052,2023-06-30 03:46:07.877,EM500_SMTC_2,2,740,30.6,25.2,
33061,2023-06-30 03:56:09.244,EM500_SMTC_2,2,740,30.6,25.1,
33069,2023-06-30 04:06:10.597,EM500_SMTC_2,2,739,30.53,25.1,
33078,2023-06-30 04:16:11.964,EM500_SMTC_2,2,740,30.53,25.1,
33087,2023-06-30 04:26:13.340,EM500_SMTC_2,2,739,30.53,25.0,
33096,2023-06-30 04:36:14.695,EM500_SMTC_2,2,740,30.53,25.0,
33105,2023-06-30 04:46:16.044,EM500_SMTC_2,2,740,30.47,24.9,
33114,2023-06-30 04:56:17.397,EM500_SMTC_2,2,739,30.47,24.9,
33123,2023-06-30 05:06:18.761,EM500_SMTC_2,2,739,30.47,24.9,
33132,2023-06-30 05:16:20.126,EM500_SMTC_2,2,739,30.47,24.8,
33141,2023-06-30 05:26:21.510,EM500_SMTC_2,2,739,30.47,24.8,
33150,2023-06-30 05:36:22.866,EM500_SMTC_2,2,740,30.47,24.8,
33159,2023-06-30 05:46:24.234,EM500_SMTC_2,2,740,30.47,24.8,
33168,2023-06-30 05:56:25.602,EM500_SMTC_2,2,740,30.47,24.8,
33177,2023-06-30 06:06:26.945,EM500_SMTC_2,2,740,30.41,24.8,
33186,2023-06-30 06:16:28.334,EM500_SMTC_2,2,740,30.41,24.8,
33196,2023-06-30 06:26:29.693,EM500_SMTC_2,2,740,30.41,24.8,
33205,2023-06-30 06:36:31.041,EM500_SMTC_2,2,740,30.41,24.8,
33214,2023-06-30 06:46:32.397,EM500_SMTC_2,2,740,30.41,24.9,
33223,2023-06-30 06:56:33.753,EM500_SMTC_2,2,742,30.41,24.9,
33233,2023-06-30 07:06:35.138,EM500_SMTC_2,2,740,30.41,25.0,
33243,2023-06-30 07:16:36.494,EM500_SMTC_2,2,741,30.41,25.1,
33253,2023-06-30 07:26:37.849,EM500_SMTC_2,2,741,30.41,25.1,
33263,2023-06-30 07:36:39.234,EM500_SMTC_2,2,740,30.41,25.2,
33273,2023-06-30 07:46:40.580,EM500_SMTC_2,2,740,30.41,25.3,
33283,2023-06-30 07:56:41.951,EM500_SMTC_2,2,742,30.33,25.3,
33293,2023-06-30 08:06:43.309,EM500_SMTC_2,2,741,30.33,25.4,
33303,2023-06-30 08:16:44.677,EM500_SMTC_2,2,740,30.41,25.5,
33313,2023-06-30 08:26:46.058,EM500_SMTC_2,2,740,30.33,25.5,
33323,2023-06-30 08:36:47.410,EM500_SMTC_2,2,741,30.33,25.5,
33333,2023-06-30 08:46:48.773,EM500_SMTC_2,2,740,30.33,25.6,
33343,2023-06-30 08:56:50.120,EM500_SMTC_2,2,741,30.33,25.6,
33353,2023-06-30 09:06:51.490,EM500_SMTC_2,2,741,30.33,25.6,
33363,2023-06-30 09:16:52.858,EM500_SMTC_2,2,740,30.33,25.7,
33373,2023-06-30 09:26:54.207,EM500_SMTC_2,2,741,30.33,25.7,
33383,2023-06-30 09:36:55.578,EM500_SMTC_2,2,741,30.33,25.7,
33393,2023-06-30 09:46:56.927,EM500_SMTC_2,2,741,30.33,25.7,
33403,2023-06-30 09:56:58.282,EM500_SMTC_2,2,741,30.26,25.7,
33413,2023-06-30 10:06:59.658,EM500_SMTC_2,2,741,30.26,25.6,
33423,2023-06-30 10:17:01.033,EM500_SMTC_2,2,741,30.26,25.6,
33433,2023-06-30 10:27:02.390,EM500_SMTC_2,2,742,30.26,25.6,
33442,2023-06-30 10:37:03.752,EM500_SMTC_2,2,742,30.26,25.6,
33452,2023-06-30 10:47:05.108,EM500_SMTC_2,2,741,30.26,25.6,
33462,2023-06-30 10:57:06.474,EM500_SMTC_2,2,741,30.26,25.6,
33472,2023-06-30 11:07:07.824,EM500_SMTC_2,2,741,30.14,25.6,
33481,2023-06-30 11:17:09.184,EM500_SMTC_2,2,740,30.07,25.6,
33491,2023-06-30 11:27:10.549,EM500_SMTC_2,2,740,30.14,25.6,
33501,2023-06-30 11:37:11.895,EM500_SMTC_2,2,741,30.14,25.5,
33511,2023-06-30 11:47:13.273,EM500_SMTC_2,2,740,30.14,25.5,
33521,2023-06-30 11:57:14.635,EM500_SMTC_2,2,740,30.14,25.5,
33531,2023-06-30 12:07:16.002,EM500_SMTC_2,2,740,30.14,25.5,
33541,2023-06-30 12:17:17.355,EM500_SMTC_2,2,740,30.14,25.5,
33551,2023-06-30 12:27:18.719,EM500_SMTC_2,2,740,30.14,25.5,
33561,2023-06-30 12:37:20.074,EM500_SMTC_2,2,740,30.14,25.5,
33571,2023-06-30 12:47:21.432,EM500_SMTC_2,2,741,30.07,25.5,
33581,2023-06-30 12:57:22.804,EM500_SMTC_2,2,740,30.07,25.5,
33591,2023-06-30 13:07:24.172,EM500_SMTC_2,2,741,30.14,25.5,100
33602,2023-06-30 13:17:25.522,EM500_SMTC_2,2,741,30.26,25.5,
33612,2023-06-30 13:27:26.882,EM500_SMTC_2,2,740,30.26,25.5,
33622,2023-06-30 13:37:28.243,EM500_SMTC_2,2,741,30.26,25.5,
33632,2023-06-30 13:47:29.597,EM500_SMTC_2,2,740,30.14,25.5,
33642,2023-06-30 13:57:30.965,EM500_SMTC_2,2,741,30.26,25.5,
33652,2023-06-30 14:07:32.317,EM500_SMTC_2,2,742,30.26,25.4,
33662,2023-06-30 14:17:33.689,EM500_SMTC_2,2,742,30.33,25.4,
33673,2023-06-30 14:27:35.046,EM500_SMTC_2,2,742,30.33,25.4,
33683,2023-06-30 14:37:36.391,EM500_SMTC_2,2,743,30.41,25.3,
33693,2023-06-30 14:47:37.756,EM500_SMTC_2,2,744,30.53,25.3,
33703,2023-06-30 14:57:39.118,EM500_SMTC_2,2,743,30.8,25.2,
33713,2023-06-30 15:07:40.476,EM500_SMTC_2,2,745,31.0,25.2,
33722,2023-06-30 15:17:41.841,EM500_SMTC_2,2,745,31.13,25.1,
33732,2023-06-30 15:27:43.201,EM500_SMTC_2,2,745,31.41,25.1,
33742,2023-06-30 15:37:44.572,EM500_SMTC_2,2,749,31.96,25.1,
33752,2023-06-30 15:47:45.935,EM500_SMTC_2,2,760,33.02,25.0,
33762,2023-06-30 15:57:47.288,EM500_SMTC_2,2,781,33.8,25.0,
33772,2023-06-30 16:07:48.645,EM500_SMTC_2,2,810,34.31,24.9,
33782,2023-06-30 16:17:50.005,EM500_SMTC_2,2,845,34.75,24.9,
33792,2023-06-30 16:27:51.431,EM500_SMTC_2,2,862,35.05,24.9,
33802,2023-06-30 16:37:52.720,EM500_SMTC_2,2,874,35.34,24.8,
33812,2023-06-30 16:47:54.083,EM500_SMTC_2,2,883,35.5,24.8,
33822,2023-06-30 16:57:55.429,EM500_SMTC_2,2,891,35.58,24.8,
33832,2023-06-30 17:07:56.802,EM500_SMTC_2,2,896,35.58,24.7,
33842,2023-06-30 17:17:58.167,EM500_SMTC_2,2,901,35.58,24.7,
33852,2023-06-30 17:27:59.512,EM500_SMTC_2,2,906,35.65,24.7,
33862,2023-06-30 17:38:00.871,EM500_SMTC_2,2,910,35.65,24.6,
33872,2023-06-30 17:48:02.242,EM500_SMTC_2,2,914,35.65,24.6,
33882,2023-06-30 17:58:03.606,EM500_SMTC_2,2,915,35.73,24.6,
33892,2023-06-30 18:08:04.980,EM500_SMTC_2,2,917,35.73,24.6,
33902,2023-06-30 18:18:06.332,EM500_SMTC_2,2,920,35.73,24.5,
33912,2023-06-30 18:28:07.697,EM500_SMTC_2,2,922,35.73,24.5,
33923,2023-06-30 18:38:09.054,EM500_SMTC_2,2,924,35.73,24.5,
33933,2023-06-30 18:48:10.415,EM500_SMTC_2,2,925,35.65,24.5,
33943,2023-06-30 18:58:11.784,EM500_SMTC_2,2,928,35.65,24.4,
33953,2023-06-30 19:08:13.152,EM500_SMTC_2,2,929,35.65,24.4,
33963,2023-06-30 19:18:14.503,EM500_SMTC_2,2,929,35.65,24.4,
33973,2023-06-30 19:28:15.867,EM500_SMTC_2,2,931,35.65,24.3,
33983,2023-06-30 19:38:17.223,EM500_SMTC_2,2,933,35.58,24.3,
33993,2023-06-30 19:48:18.585,EM500_SMTC_2,2,935,35.58,24.3,
34003,2023-06-30 19:58:19.944,EM500_SMTC_2,2,936,35.58,24.2,
34013,2023-06-30 20:08:21.294,EM500_SMTC_2,2,937,35.5,24.2,
34023,2023-06-30 20:18:22.647,EM500_SMTC_2,2,938,35.5,24.1,
34033,2023-06-30 20:28:24.017,EM500_SMTC_2,2,939,35.5,24.1,
34043,2023-06-30 20:38:25.389,EM500_SMTC_2,2,940,35.5,24.1,
34053,2023-06-30 20:48:26.754,EM500_SMTC_2,2,941,35.43,24.0,
34063,2023-06-30 20:58:28.109,EM500_SMTC_2,2,941,35.43,24.0,
34073,2023-06-30 21:08:29.501,EM500_SMTC_2,2,942,35.43,24.0,
34083,2023-06-30 21:18:30.854,EM500_SMTC_2,2,943,35.5,23.9,
34093,2023-06-30 21:28:32.214,EM500_SMTC_2,2,944,35.5,23.9,
34103,2023-06-30 21:38:33.579,EM500_SMTC_2,2,947,35.5,23.9,
34113,2023-06-30 21:48:34.948,EM500_SMTC_2,2,948,35.5,23.8,
34123,2023-06-30 21:58:36.298,EM500_SMTC_2,2,949,35.58,23.8,
34133,2023-06-30 22:08:37.675,EM500_SMTC_2,2,952,35.58,23.8,
34143,2023-06-30 22:18:39.034,EM500_SMTC_2,2,953,35.58,23.7,
34153,2023-06-30 22:28:40.383,EM500_SMTC_2,2,954,35.58,23.7,
34163,2023-06-30 22:38:41.748,EM500_SMTC_2,2,955,35.58,23.7,
34173,2023-06-30 22:48:43.108,EM500_SMTC_2,2,957,35.58,23.6,
34183,2023-06-30 22:58:44.478,EM500_SMTC_2,2,957,35.58,23.6,
34193,2023-06-30 23:08:45.824,EM500_SMTC_2,2,958,35.58,23.6,
34203,2023-06-30 23:18:47.198,EM500_SMTC_2,2,959,35.58,23.5,
34213,2023-06-30 23:28:48.552,EM500_SMTC_2,2,960,35.58,23.5,
34223,2023-06-30 23:38:49.906,EM500_SMTC_2,2,960,35.58,23.5,
34233,2023-06-30 23:48:51.266,EM500_SMTC_2,2,961,35.58,23.4,
34243,2023-06-30 23:58:52.623,EM500_SMTC_2,2,961,35.58,23.4,
34253,2023-07-01 00:08:53.990,EM500_SMTC_2,2,962,35.5,23.4,
34263,2023-07-01 00:18:55.345,EM500_SMTC_2,2,963,35.5,23.3,
34273,2023-07-01 00:28:56.709,EM500_SMTC_2,2,964,35.5,23.3,
34283,2023-07-01 00:38:58.054,EM500_SMTC_2,2,965,35.5,23.3,
34292,2023-07-01 00:48:59.437,EM500_SMTC_2,2,965,35.5,23.3,
34302,2023-07-01 00:59:00.803,EM500_SMTC_2,2,966,35.43,23.2,
34312,2023-07-01 01:09:02.168,EM500_SMTC_2,2,966,35.43,23.2,
34322,2023-07-01 01:19:03.563,EM500_SMTC_2,2,967,35.43,23.2,
34332,2023-07-01 01:29:04.893,EM500_SMTC_2,2,968,35.43,23.2,
34342,2023-07-01 01:39:06.251,EM500_SMTC_2,2,966,35.43,23.2,
34352,2023-07-01 01:49:07.614,EM500_SMTC_2,2,967,35.43,23.1,
34362,2023-07-01 01:59:08.981,EM500_SMTC_2,2,967,35.43,23.1,
34372,2023-07-01 02:09:10.356,EM500_SMTC_2,2,968,35.34,23.1,
34382,2023-07-01 02:19:11.699,EM500_SMTC_2,2,968,35.34,23.1,
34392,2023-07-01 02:29:13.065,EM500_SMTC_2,2,969,35.34,23.0,
34402,2023-07-01 02:39:14.428,EM500_SMTC_2,2,969,35.2,23.0,
34412,2023-07-01 02:49:15.795,EM500_SMTC_2,2,969,35.2,23.0,
34422,2023-07-01 02:59:17.159,EM500_SMTC_2,2,969,35.2,22.9,
34432,2023-07-01 03:09:18.517,EM500_SMTC_2,2,970,35.2,22.9,
34442,2023-07-01 03:19:19.865,EM500_SMTC_2,2,971,35.2,22.9,
34460,2023-07-01 03:39:22.596,EM500_SMTC_2,2,971,35.13,22.8,
34470,2023-07-01 03:49:23.950,EM500_SMTC_2,2,971,35.13,22.8,
34480,2023-07-01 03:59:25.312,EM500_SMTC_2,2,971,35.13,22.7,
34490,2023-07-01 04:09:26.670,EM500_SMTC_2,2,971,35.05,22.7,
34500,2023-07-01 04:19:28.030,EM500_SMTC_2,2,971,35.05,22.7,
34510,2023-07-01 04:29:29.400,EM500_SMTC_2,2,971,35.05,22.7,
34520,2023-07-01 04:39:30.751,EM500_SMTC_2,2,970,34.98,22.6,
34530,2023-07-01 04:49:32.120,EM500_SMTC_2,2,971,34.98,22.6,
34540,2023-07-01 04:59:33.475,EM500_SMTC_2,2,971,34.98,22.6,
34550,2023-07-01 05:09:34.824,EM500_SMTC_2,2,971,34.98,22.6,
34560,2023-07-01 05:19:36.207,EM500_SMTC_2,2,971,34.91,22.6,
34570,2023-07-01 05:29:37.574,EM500_SMTC_2,2,971,34.98,22.5,
34579,2023-07-01 05:39:38.937,EM500_SMTC_2,2,971,34.98,22.5,
34589,2023-07-01 05:49:40.284,EM500_SMTC_2,2,972,34.91,22.5,
34598,2023-07-01 05:59:41.651,EM500_SMTC_2,2,971,34.91,22.5,
34608,2023-07-01 06:09:43.008,EM500_SMTC_2,2,972,34.98,22.5,
34618,2023-07-01 06:19:44.375,EM500_SMTC_2,2,972,34.91,22.5,
34627,2023-07-01 06:29:45.744,EM500_SMTC_2,2,972,34.91,22.5,
34637,2023-07-01 06:39:47.123,EM500_SMTC_2,2,972,34.91,22.5,
34647,2023-07-01 06:49:48.486,EM500_SMTC_2,2,972,34.91,22.5,
34657,2023-07-01 06:59:49.843,EM500_SMTC_2,2,972,34.83,22.5,
34667,2023-07-01 07:09:51.203,EM500_SMTC_2,2,972,34.91,22.5,
34677,2023-07-01 07:19:52.558,EM500_SMTC_2,2,972,34.91,22.5,
34687,2023-07-01 07:29:53.917,EM500_SMTC_2,2,972,34.91,22.6,
34697,2023-07-01 07:39:55.264,EM500_SMTC_2,2,972,34.91,22.6,
34708,2023-07-01 07:49:56.644,EM500_SMTC_2,2,974,34.91,22.6,
34718,2023-07-01 07:59:58.015,EM500_SMTC_2,2,974,34.91,22.6,
34728,2023-07-01 08:09:59.358,EM500_SMTC_2,2,973,34.91,22.6,
34738,2023-07-01 08:20:00.711,EM500_SMTC_2,2,973,34.83,22.6,
34747,2023-07-01 08:30:02.077,EM500_SMTC_2,2,974,34.83,22.6,
34757,2023-07-01 08:40:03.425,EM500_SMTC_2,2,974,34.83,22.6,
34767,2023-07-01 08:50:04.805,EM500_SMTC_2,2,974,34.83,22.6,
34777,2023-07-01 09:00:06.174,EM500_SMTC_2,2,975,34.75,22.6,
34787,2023-07-01 09:10:07.528,EM500_SMTC_2,2,975,34.83,22.7,
34797,2023-07-01 09:20:08.924,EM500_SMTC_2,2,975,34.83,22.7,
34807,2023-07-01 09:30:10.288,EM500_SMTC_2,2,975,34.83,22.7,
34817,2023-07-01 09:40:11.656,EM500_SMTC_2,2,975,34.83,22.8,
34827,2023-07-01 09:50:13.007,EM500_SMTC_2,2,975,34.91,22.9,
34837,2023-07-01 10:00:14.374,EM500_SMTC_2,2,976,34.91,23.0,
34847,2023-07-01 10:10:15.723,EM500_SMTC_2,2,976,34.91,23.1,
34857,2023-07-01 10:20:17.101,EM500_SMTC_2,2,977,34.98,23.2,
34867,2023-07-01 10:30:18.448,EM500_SMTC_2,2,977,34.98,23.4,
34877,2023-07-01 10:40:19.834,EM500_SMTC_2,2,978,34.98,23.5,
34887,2023-07-01 10:50:21.179,EM500_SMTC_2,2,978,34.98,23.6,
34897,2023-07-01 11:00:22.538,EM500_SMTC_2,2,977,35.05,23.8,
34907,2023-07-01 11:10:23.897,EM500_SMTC_2,2,977,35.05,23.9,
34917,2023-07-01 11:20:25.250,EM500_SMTC_2,2,977,35.13,24.0,
34927,2023-07-01 11:30:26.610,EM500_SMTC_2,2,978,35.13,24.1,
34936,2023-07-01 11:40:27.971,EM500_SMTC_2,2,976,35.13,24.3,
34946,2023-07-01 11:50:29.334,EM500_SMTC_2,2,977,35.13,24.4,
34956,2023-07-01 12:00:30.700,EM500_SMTC_2,2,977,35.13,24.6,
34966,2023-07-01 12:10:32.076,EM500_SMTC_2,2,976,35.2,24.7,
34975,2023-07-01 12:20:33.423,EM500_SMTC_2,2,975,35.2,24.9,
34985,2023-07-01 12:30:34.786,EM500_SMTC_2,2,975,35.2,25.0,
34996,2023-07-01 12:40:36.168,EM500_SMTC_2,2,974,35.2,25.1,
35006,2023-07-01 12:50:37.535,EM500_SMTC_2,2,974,35.2,25.2,
35016,2023-07-01 13:00:38.883,EM500_SMTC_2,2,971,35.13,25.4,
35027,2023-07-01 13:10:40.266,EM500_SMTC_2,2,971,35.2,25.5,100
35037,2023-07-01 13:20:41.619,EM500_SMTC_2,2,970,35.13,25.6,
35047,2023-07-01 13:30:42.975,EM500_SMTC_2,2,970,35.13,25.7,
35057,2023-07-01 13:40:44.335,EM500_SMTC_2,2,967,35.13,25.8,
35067,2023-07-01 13:50:45.708,EM500_SMTC_2,2,967,35.05,25.9,
35077,2023-07-01 14:00:47.081,EM500_SMTC_2,2,966,35.05,26.0,
35087,2023-07-01 14:10:48.447,EM500_SMTC_2,2,964,35.05,26.0,
35098,2023-07-01 14:20:49.807,EM500_SMTC_2,2,964,34.98,26.1,
35108,2023-07-01 14:30:51.179,EM500_SMTC_2,2,962,34.91,26.2,
35118,2023-07-01 14:40:52.534,EM500_SMTC_2,2,961,34.91,26.2,
35128,2023-07-01 14:50:53.889,EM500_SMTC_2,2,959,34.83,26.3,
35138,2023-07-01 15:00:55.283,EM500_SMTC_2,2,957,34.83,26.3,
35148,2023-07-01 15:10:56.640,EM500_SMTC_2,2,958,34.75,26.4,
35158,2023-07-01 15:20:58.016,EM500_SMTC_2,2,957,34.61,26.4,
35168,2023-07-01 15:30:59.366,EM500_SMTC_2,2,954,34.54,26.4,
35178,2023-07-01 15:41:00.729,EM500_SMTC_2,2,953,34.54,26.4,
35188,2023-07-01 15:51:02.083,EM500_SMTC_2,2,951,34.47,26.4,
35198,2023-07-01 16:01:03.444,EM500_SMTC_2,2,950,34.38,26.4,
35208,2023-07-01 16:11:04.809,EM500_SMTC_2,2,949,34.31,26.4,
35218,2023-07-01 16:21:06.186,EM500_SMTC_2,2,949,34.24,26.4,
35228,2023-07-01 16:31:07.557,EM500_SMTC_2,2,945,34.24,26.4,
35238,2023-07-01 16:41:08.931,EM500_SMTC_2,2,945,34.16,26.4,
35248,2023-07-01 16:51:10.307,EM500_SMTC_2,2,944,33.93,26.4,
35258,2023-07-01 17:01:11.663,EM500_SMTC_2,2,943,33.93,26.4,
35268,2023-07-01 17:11:13.018,EM500_SMTC_2,2,942,33.87,26.3,
35278,2023-07-01 17:21:14.387,EM500_SMTC_2,2,940,33.87,26.3,
35288,2023-07-01 17:31:15.749,EM500_SMTC_2,2,940,33.73,26.3,
35298,2023-07-01 17:41:17.094,EM500_SMTC_2,2,939,33.73,26.2,
35308,2023-07-01 17:51:18.457,EM500_SMTC_2,2,937,33.66,26.2,
35318,2023-07-01 18:01:19.823,EM500_SMTC_2,2,936,33.58,26.1,
35328,2023-07-01 18:11:21.169,EM500_SMTC_2,2,935,33.58,26.1,
35338,2023-07-01 18:21:22.535,EM500_SMTC_2,2,934,33.43,26.1,
35348,2023-07-01 18:31:23.886,EM500_SMTC_2,2,933,33.37,26.0,
35358,2023-07-01 18:41:25.245,EM500_SMTC_2,2,931,33.29,26.0,
35368,2023-07-01 18:51:26.597,EM500_SMTC_2,2,931,33.29,25.9,
35378,2023-07-01 19:01:27.974,EM500_SMTC_2,2,928,33.29,25.9,
35388,2023-07-01 19:11:29.344,EM500_SMTC_2,2,928,33.22,25.8,
35398,2023-07-01 19:21:30.682,EM500_SMTC_2,2,928,33.15,25.7,
35408,2023-07-01 19:31:32.050,EM500_SMTC_2,2,927,33.15,25.7,
35418,2023-07-01 19:41:33.403,EM500_SMTC_2,2,926,33.09,25.6,
35428,2023-07-01 19:51:34.763,EM500_SMTC_2,2,926,33.09,25.6,
35438,2023-07-01 20:01:36.114,EM500_SMTC_2,2,924,33.02,25.5,
35448,2023-07-01 20:11:37.496,EM500_SMTC_2,2,923,33.02,25.4,
35459,2023-07-01 20:21:38.842,EM500_SMTC_2,2,922,32.87,25.4,
35469,2023-07-01 20:31:40.211,EM500_SMTC_2,2,921,32.8,25.3,
35479,2023-07-01 20:41:41.564,EM500_SMTC_2,2,920,32.8,25.3,
35489,2023-07-01 20:51:42.923,EM500_SMTC_2,2,919,32.72,25.2,
35499,2023-07-01 21:01:44.295,EM500_SMTC_2,2,917,32.66,25.1,
35509,2023-07-01 21:11:45.642,EM500_SMTC_2,2,917,32.66,25.1,
35519,2023-07-01 21:21:47.018,EM500_SMTC_2,2,915,32.59,25.0,
35529,2023-07-01 21:31:48.374,EM500_SMTC_2,2,915,32.59,25.0,
