id,DateTime,sensor_name,line_no,electrical_conductivity(μS/cm),humidity(Soil_Moisture_level(%RH)),Soil_Temperature[°C],Battery_level(%)
202864,2023-09-11 01:05:51.349,EM500_SMTC_3,3,160,20.59,23.2,
202883,2023-09-11 01:15:52.723,EM500_SMTC_3,3,160,20.59,23.2,
202901,2023-09-11 01:25:54.159,EM500_SMTC_3,3,160,20.59,23.2,
202920,2023-09-11 01:35:55.463,EM500_SMTC_3,3,160,20.59,23.2,
202938,2023-09-11 01:45:56.809,EM500_SMTC_3,3,160,20.59,23.1,
202957,2023-09-11 01:55:58.181,EM500_SMTC_3,3,159,20.59,23.1,
202974,2023-09-11 02:05:59.537,EM500_SMTC_3,3,160,20.59,23.1,
202995,2023-09-11 02:16:00.888,EM500_SMTC_3,3,160,20.59,23.1,
203013,2023-09-11 02:26:02.258,EM500_SMTC_3,3,160,20.59,23.1,
203031,2023-09-11 02:36:03.605,EM500_SMTC_3,3,160,20.59,23.0,
203048,2023-09-11 02:46:04.963,EM500_SMTC_3,3,160,20.59,23.0,
203063,2023-09-11 02:56:06.323,EM500_SMTC_3,3,160,20.59,23.0,
203081,2023-09-11 03:06:07.673,EM500_SMTC_3,3,160,20.59,23.0,
203100,2023-09-11 03:16:09.037,EM500_SMTC_3,3,160,20.59,23.0,
203115,2023-09-11 03:26:10.409,EM500_SMTC_3,3,160,20.59,23.0,
203133,2023-09-11 03:36:11.749,EM500_SMTC_3,3,160,20.59,22.9,
203152,2023-09-11 03:46:13.121,EM500_SMTC_3,3,160,20.59,22.9,
203171,2023-09-11 03:56:14.471,EM500_SMTC_3,3,160,20.59,22.9,
203187,2023-09-11 04:06:15.834,EM500_SMTC_3,3,160,20.59,22.9,
203205,2023-09-11 04:16:17.184,EM500_SMTC_3,3,160,20.55,22.9,
203222,2023-09-11 04:26:18.544,EM500_SMTC_3,3,160,20.55,22.8,
203241,2023-09-11 04:36:19.918,EM500_SMTC_3,3,160,20.55,22.8,
203258,2023-09-11 04:46:21.264,EM500_SMTC_3,3,159,20.55,22.8,
203277,2023-09-11 04:56:22.624,EM500_SMTC_3,3,159,20.59,22.8,
203294,2023-09-11 05:06:23.992,EM500_SMTC_3,3,159,20.59,22.8,
203313,2023-09-11 05:16:25.338,EM500_SMTC_3,3,159,20.55,22.8,
203330,2023-09-11 05:26:26.708,EM500_SMTC_3,3,160,20.55,22.7,
203348,2023-09-11 05:36:28.076,EM500_SMTC_3,3,160,20.55,22.7,
203366,2023-09-11 05:46:29.440,EM500_SMTC_3,3,160,20.55,22.7,
203385,2023-09-11 05:56:30.790,EM500_SMTC_3,3,160,20.55,22.7,
203402,2023-09-11 06:06:32.150,EM500_SMTC_3,3,160,20.55,22.7,
203419,2023-09-11 06:16:33.515,EM500_SMTC_3,3,160,20.55,22.6,
203436,2023-09-11 06:26:34.877,EM500_SMTC_3,3,159,20.55,22.6,
203452,2023-09-11 06:36:36.243,EM500_SMTC_3,3,159,20.55,22.6,
203468,2023-09-11 06:46:37.591,EM500_SMTC_3,3,159,20.55,22.6,
203486,2023-09-11 06:56:38.961,EM500_SMTC_3,3,159,20.55,22.6,
203502,2023-09-11 07:06:40.309,EM500_SMTC_3,3,159,20.55,22.6,
203521,2023-09-11 07:16:41.661,EM500_SMTC_3,3,159,20.55,22.5,
203538,2023-09-11 07:26:43.039,EM500_SMTC_3,3,159,20.55,22.5,
203555,2023-09-11 07:36:44.406,EM500_SMTC_3,3,159,20.55,22.5,
203572,2023-09-11 07:46:45.765,EM500_SMTC_3,3,159,20.45,22.5,
203591,2023-09-11 07:56:47.122,EM500_SMTC_3,3,159,20.55,22.5,
203606,2023-09-11 08:06:48.482,EM500_SMTC_3,3,159,20.55,22.5,
203624,2023-09-11 08:16:49.843,EM500_SMTC_3,3,159,20.55,22.5,
203643,2023-09-11 08:26:51.209,EM500_SMTC_3,3,159,20.55,22.5,
203660,2023-09-11 08:36:52.562,EM500_SMTC_3,3,159,20.45,22.5,
203677,2023-09-11 08:46:53.926,EM500_SMTC_3,3,160,20.55,22.4,
203696,2023-09-11 08:56:55.285,EM500_SMTC_3,3,160,20.55,22.4,
203713,2023-09-11 09:06:56.650,EM500_SMTC_3,3,160,20.45,22.4,
203731,2023-09-11 09:16:58.012,EM500_SMTC_3,3,160,20.45,22.4,
203747,2023-09-11 09:26:59.374,EM500_SMTC_3,3,160,20.45,22.4,
203764,2023-09-11 09:37:00.737,EM500_SMTC_3,3,160,20.55,22.4,
203781,2023-09-11 09:47:02.107,EM500_SMTC_3,3,159,20.45,22.5,
203799,2023-09-11 09:57:03.456,EM500_SMTC_3,3,159,20.45,22.5,
203816,2023-09-11 10:07:04.823,EM500_SMTC_3,3,159,20.45,22.5,
203835,2023-09-11 10:17:06.184,EM500_SMTC_3,3,159,20.45,22.5,
203853,2023-09-11 10:27:07.548,EM500_SMTC_3,3,159,20.55,22.5,
203871,2023-09-11 10:37:08.917,EM500_SMTC_3,3,159,20.55,22.5,
203890,2023-09-11 10:47:10.277,EM500_SMTC_3,3,159,20.55,22.6,
203908,2023-09-11 10:57:11.647,EM500_SMTC_3,3,159,20.55,22.6,
203925,2023-09-11 11:07:13.005,EM500_SMTC_3,3,159,20.55,22.6,
203944,2023-09-11 11:17:14.377,EM500_SMTC_3,3,159,20.55,22.6,
203962,2023-09-11 11:27:15.739,EM500_SMTC_3,3,159,20.55,22.6,
203979,2023-09-11 11:37:17.109,EM500_SMTC_3,3,159,20.55,22.7,
203995,2023-09-11 11:47:18.470,EM500_SMTC_3,3,159,20.55,22.7,
204012,2023-09-11 11:57:19.836,EM500_SMTC_3,3,160,20.55,22.7,
204027,2023-09-11 12:07:21.202,EM500_SMTC_3,3,159,20.55,22.8,
204046,2023-09-11 12:17:22.568,EM500_SMTC_3,3,159,20.55,22.8,
204061,2023-09-11 12:27:23.931,EM500_SMTC_3,3,159,20.55,22.8,
204078,2023-09-11 12:37:25.304,EM500_SMTC_3,3,159,20.55,22.9,
204093,2023-09-11 12:47:26.670,EM500_SMTC_3,3,159,20.55,22.9,
204111,2023-09-11 12:57:28.034,EM500_SMTC_3,3,159,20.55,23.0,
204127,2023-09-11 13:07:29.400,EM500_SMTC_3,3,159,20.55,23.0,
204145,2023-09-11 13:17:30.773,EM500_SMTC_3,3,160,20.55,23.0,
204163,2023-09-11 13:27:32.138,EM500_SMTC_3,3,160,20.55,23.1,
204181,2023-09-11 13:37:33.503,EM500_SMTC_3,3,160,20.55,23.1,
204198,2023-09-11 13:47:34.869,EM500_SMTC_3,3,159,20.59,23.1,
204216,2023-09-11 13:57:36.233,EM500_SMTC_3,3,159,20.59,23.2,
204232,2023-09-11 14:07:37.591,EM500_SMTC_3,3,159,20.55,23.2,
204282,2023-09-11 14:37:41.694,EM500_SMTC_3,3,159,20.59,23.3,
204301,2023-09-11 14:47:43.053,EM500_SMTC_3,3,159,20.59,23.3,
204319,2023-09-11 14:57:44.419,EM500_SMTC_3,3,159,20.55,23.3,
204336,2023-09-11 15:07:45.808,EM500_SMTC_3,3,159,20.59,23.4,
204353,2023-09-11 15:17:47.172,EM500_SMTC_3,3,160,20.59,23.4,
204370,2023-09-11 15:27:48.547,EM500_SMTC_3,3,159,20.59,23.4,
204387,2023-09-11 15:37:49.915,EM500_SMTC_3,3,159,20.59,23.4,
204403,2023-09-11 15:47:51.280,EM500_SMTC_3,3,159,20.59,23.5,
204421,2023-09-11 15:57:52.657,EM500_SMTC_3,3,159,20.59,23.5,
204438,2023-09-11 16:07:54.023,EM500_SMTC_3,3,159,20.59,23.5,
204455,2023-09-11 16:17:55.398,EM500_SMTC_3,3,159,20.59,23.5,
204472,2023-09-11 16:27:56.774,EM500_SMTC_3,3,159,20.65,23.5,
204490,2023-09-11 16:37:58.137,EM500_SMTC_3,3,159,20.65,23.6,
204505,2023-09-11 16:47:59.501,EM500_SMTC_3,3,159,20.59,23.6,
204524,2023-09-11 16:58:00.875,EM500_SMTC_3,3,159,20.59,23.6,
204540,2023-09-11 17:08:02.245,EM500_SMTC_3,3,159,20.59,23.6,100
204558,2023-09-11 17:18:03.605,EM500_SMTC_3,3,159,20.65,23.6,
204575,2023-09-11 17:28:04.977,EM500_SMTC_3,3,159,20.65,23.7,
204594,2023-09-11 17:38:06.331,EM500_SMTC_3,3,159,20.59,23.7,
204611,2023-09-11 17:48:07.689,EM500_SMTC_3,3,159,20.65,23.7,
204628,2023-09-11 17:58:09.043,EM500_SMTC_3,3,159,20.59,23.7,
204642,2023-09-11 18:08:10.395,EM500_SMTC_3,3,159,20.65,23.7,
204661,2023-09-11 18:18:11.754,EM500_SMTC_3,3,159,20.59,23.7,
204678,2023-09-11 18:28:13.115,EM500_SMTC_3,3,159,20.65,23.7,
204695,2023-09-11 18:38:14.482,EM500_SMTC_3,3,159,20.59,23.7,
204712,2023-09-11 18:48:15.838,EM500_SMTC_3,3,159,20.65,23.8,
204732,2023-09-11 18:58:17.198,EM500_SMTC_3,3,159,20.59,23.8,
204750,2023-09-11 19:08:18.556,EM500_SMTC_3,3,159,20.65,23.8,
204765,2023-09-11 19:18:19.909,EM500_SMTC_3,3,159,20.59,23.8,
204783,2023-09-11 19:28:21.265,EM500_SMTC_3,3,159,20.59,23.8,
204803,2023-09-11 19:38:22.625,EM500_SMTC_3,3,159,20.65,23.8,
204821,2023-09-11 19:48:23.982,EM500_SMTC_3,3,159,20.65,23.8,
204839,2023-09-11 19:58:25.336,EM500_SMTC_3,3,159,20.65,23.8,
204855,2023-09-11 20:08:26.690,EM500_SMTC_3,3,159,20.65,23.8,
204873,2023-09-11 20:18:28.056,EM500_SMTC_3,3,159,20.59,23.8,
204891,2023-09-11 20:28:29.416,EM500_SMTC_3,3,159,20.65,23.8,
204910,2023-09-11 20:38:30.768,EM500_SMTC_3,3,159,20.59,23.8,
204929,2023-09-11 20:48:32.134,EM500_SMTC_3,3,159,20.59,23.8,
204947,2023-09-11 20:58:33.502,EM500_SMTC_3,3,159,20.59,23.8,
204962,2023-09-11 21:08:34.851,EM500_SMTC_3,3,159,20.59,23.8,
204980,2023-09-11 21:18:36.220,EM500_SMTC_3,3,159,20.65,23.8,
204995,2023-09-11 21:28:37.577,EM500_SMTC_3,3,159,20.59,23.8,
205028,2023-09-11 21:48:40.303,EM500_SMTC_3,3,158,20.59,23.8,
205045,2023-09-11 21:58:41.679,EM500_SMTC_3,3,158,20.59,23.7,
205060,2023-09-11 22:08:43.014,EM500_SMTC_3,3,158,20.59,23.7,
205080,2023-09-11 22:18:44.378,EM500_SMTC_3,3,158,20.59,23.7,
205098,2023-09-11 22:28:45.742,EM500_SMTC_3,3,158,20.59,23.7,
205115,2023-09-11 22:38:47.098,EM500_SMTC_3,3,158,20.59,23.7,
205133,2023-09-11 22:48:48.473,EM500_SMTC_3,3,159,20.59,23.7,
205152,2023-09-11 22:58:49.832,EM500_SMTC_3,3,159,20.59,23.7,
205171,2023-09-11 23:08:51.186,EM500_SMTC_3,3,159,20.59,23.7,
205188,2023-09-11 23:18:52.546,EM500_SMTC_3,3,159,20.59,23.7,
205205,2023-09-11 23:28:53.900,EM500_SMTC_3,3,159,20.59,23.6,
205223,2023-09-11 23:38:55.260,EM500_SMTC_3,3,159,20.59,23.6,
205239,2023-09-11 23:48:56.620,EM500_SMTC_3,3,159,20.59,23.6,
205257,2023-09-11 23:58:57.978,EM500_SMTC_3,3,159,20.59,23.6,
205275,2023-09-12 00:08:59.330,EM500_SMTC_3,3,159,20.59,23.6,
205293,2023-09-12 00:19:00.675,EM500_SMTC_3,3,159,20.59,23.6,
205311,2023-09-12 00:29:02.048,EM500_SMTC_3,3,159,20.59,23.6,
205329,2023-09-12 00:39:03.418,EM500_SMTC_3,3,158,20.59,23.5,
205347,2023-09-12 00:49:04.762,EM500_SMTC_3,3,158,20.59,23.5,
205364,2023-09-12 00:59:06.123,EM500_SMTC_3,3,158,20.59,23.5,
205380,2023-09-12 01:09:07.484,EM500_SMTC_3,3,158,20.59,23.5,
205397,2023-09-12 01:19:08.833,EM500_SMTC_3,3,158,20.59,23.5,
205415,2023-09-12 01:29:10.199,EM500_SMTC_3,3,158,20.59,23.5,
205434,2023-09-12 01:39:11.550,EM500_SMTC_3,3,158,20.59,23.5,
205451,2023-09-12 01:49:12.923,EM500_SMTC_3,3,158,20.59,23.4,
205469,2023-09-12 01:59:14.273,EM500_SMTC_3,3,158,20.59,23.4,
205486,2023-09-12 02:09:15.637,EM500_SMTC_3,3,158,20.59,23.4,
205505,2023-09-12 02:19:16.983,EM500_SMTC_3,3,158,20.59,23.4,
205521,2023-09-12 02:29:18.337,EM500_SMTC_3,3,158,20.59,23.4,
205538,2023-09-12 02:39:19.689,EM500_SMTC_3,3,159,20.59,23.4,
205555,2023-09-12 02:49:21.057,EM500_SMTC_3,3,159,20.55,23.4,
205572,2023-09-12 02:59:22.417,EM500_SMTC_3,3,159,20.59,23.3,
205589,2023-09-12 03:09:23.787,EM500_SMTC_3,3,159,20.59,23.3,
205608,2023-09-12 03:19:25.127,EM500_SMTC_3,3,159,20.55,23.3,
205625,2023-09-12 03:29:26.499,EM500_SMTC_3,3,158,20.55,23.3,
205643,2023-09-12 03:39:27.849,EM500_SMTC_3,3,158,20.55,23.3,
205659,2023-09-12 03:49:29.219,EM500_SMTC_3,3,158,20.55,23.3,
205676,2023-09-12 03:59:30.575,EM500_SMTC_3,3,158,20.59,23.3,
205693,2023-09-12 04:09:31.919,EM500_SMTC_3,3,158,20.55,23.2,
205710,2023-09-12 04:19:33.289,EM500_SMTC_3,3,158,20.55,23.2,
205727,2023-09-12 04:29:34.657,EM500_SMTC_3,3,158,20.55,23.2,
205743,2023-09-12 04:39:36.003,EM500_SMTC_3,3,158,20.55,23.2,
205760,2023-09-12 04:49:37.376,EM500_SMTC_3,3,158,20.55,23.2,
205778,2023-09-12 04:59:38.746,EM500_SMTC_3,3,158,20.55,23.2,
205796,2023-09-12 05:09:40.092,EM500_SMTC_3,3,158,20.55,23.2,
205813,2023-09-12 05:19:41.456,EM500_SMTC_3,3,158,20.55,23.1,
205831,2023-09-12 05:29:42.808,EM500_SMTC_3,3,158,20.55,23.1,
205849,2023-09-12 05:39:44.160,EM500_SMTC_3,3,157,20.55,23.1,
205867,2023-09-12 05:49:45.532,EM500_SMTC_3,3,157,20.55,23.1,
205884,2023-09-12 05:59:46.876,EM500_SMTC_3,3,158,20.55,23.1,
205901,2023-09-12 06:09:48.244,EM500_SMTC_3,3,158,20.55,23.1,
205918,2023-09-12 06:19:49.589,EM500_SMTC_3,3,158,20.55,23.0,
205936,2023-09-12 06:29:50.950,EM500_SMTC_3,3,158,20.55,23.0,
205954,2023-09-12 06:39:52.315,EM500_SMTC_3,3,158,20.55,23.0,
205970,2023-09-12 06:49:53.680,EM500_SMTC_3,3,158,20.55,23.0,
205987,2023-09-12 06:59:55.038,EM500_SMTC_3,3,158,20.55,23.0,
206004,2023-09-12 07:09:56.393,EM500_SMTC_3,3,158,20.55,23.0,
206023,2023-09-12 07:19:57.758,EM500_SMTC_3,3,158,20.55,22.9,
206042,2023-09-12 07:29:59.120,EM500_SMTC_3,3,158,20.55,22.9,
206060,2023-09-12 07:40:00.496,EM500_SMTC_3,3,158,20.55,22.9,
206076,2023-09-12 07:50:01.856,EM500_SMTC_3,3,158,20.55,22.9,
206095,2023-09-12 08:00:03.224,EM500_SMTC_3,3,158,20.45,22.9,
206114,2023-09-12 08:10:04.601,EM500_SMTC_3,3,158,20.55,22.8,
206136,2023-09-12 08:20:05.949,EM500_SMTC_3,3,158,20.55,22.8,
206152,2023-09-12 08:30:07.306,EM500_SMTC_3,3,158,20.45,22.8,
206168,2023-09-12 08:40:08.675,EM500_SMTC_3,3,158,20.45,22.8,
206185,2023-09-12 08:50:10.035,EM500_SMTC_3,3,158,20.55,22.8,
206201,2023-09-12 09:00:11.390,EM500_SMTC_3,3,158,20.45,22.8,
206217,2023-09-12 09:10:12.756,EM500_SMTC_3,3,157,20.45,22.8,
206235,2023-09-12 09:20:14.118,EM500_SMTC_3,3,157,20.55,22.8,
206252,2023-09-12 09:30:15.486,EM500_SMTC_3,3,158,20.45,22.8,
206270,2023-09-12 09:40:16.840,EM500_SMTC_3,3,158,20.45,22.8,
206286,2023-09-12 09:50:18.206,EM500_SMTC_3,3,158,20.45,22.8,
206302,2023-09-12 10:00:19.566,EM500_SMTC_3,3,158,20.45,22.9,
206318,2023-09-12 10:10:20.928,EM500_SMTC_3,3,158,20.55,22.9,
206336,2023-09-12 10:20:22.289,EM500_SMTC_3,3,158,20.55,22.9,
206352,2023-09-12 10:30:23.651,EM500_SMTC_3,3,158,20.55,22.9,
206371,2023-09-12 10:40:25.023,EM500_SMTC_3,3,158,20.55,22.9,
206386,2023-09-12 10:50:26.384,EM500_SMTC_3,3,158,20.55,23.0,
206402,2023-09-12 11:00:27.749,EM500_SMTC_3,3,158,20.55,23.0,
206448,2023-09-12 11:30:31.837,EM500_SMTC_3,3,158,20.55,23.1,
206466,2023-09-12 11:40:33.201,EM500_SMTC_3,3,157,20.55,23.1,
206482,2023-09-12 11:50:34.565,EM500_SMTC_3,3,157,20.55,23.1,
206500,2023-09-12 12:00:35.931,EM500_SMTC_3,3,157,20.55,23.1,
206517,2023-09-12 12:10:37.285,EM500_SMTC_3,3,158,20.55,23.2,
206534,2023-09-12 12:20:38.643,EM500_SMTC_3,3,158,20.55,23.2,
206552,2023-09-12 12:30:40.012,EM500_SMTC_3,3,158,20.55,23.2,
206571,2023-09-12 12:40:41.378,EM500_SMTC_3,3,158,20.55,23.2,
206588,2023-09-12 12:50:42.745,EM500_SMTC_3,3,158,20.55,23.3,
206605,2023-09-12 13:00:44.107,EM500_SMTC_3,3,158,20.55,23.3,
206621,2023-09-12 13:10:45.480,EM500_SMTC_3,3,158,20.55,23.3,
206640,2023-09-12 13:20:46.840,EM500_SMTC_3,3,158,20.55,23.4,
206656,2023-09-12 13:30:48.214,EM500_SMTC_3,3,158,20.59,23.4,
206674,2023-09-12 13:40:49.571,EM500_SMTC_3,3,158,20.55,23.4,
206692,2023-09-12 13:50:50.940,EM500_SMTC_3,3,158,20.59,23.4,
206710,2023-09-12 14:00:52.326,EM500_SMTC_3,3,158,20.55,23.5,
206724,2023-09-12 14:10:53.700,EM500_SMTC_3,3,158,20.59,23.5,
206741,2023-09-12 14:20:55.073,EM500_SMTC_3,3,158,20.55,23.5,
206759,2023-09-12 14:30:56.434,EM500_SMTC_3,3,158,20.59,23.5,
206776,2023-09-12 14:40:57.798,EM500_SMTC_3,3,158,20.59,23.6,
206794,2023-09-12 14:50:59.164,EM500_SMTC_3,3,158,20.59,23.6,
206812,2023-09-12 15:01:00.534,EM500_SMTC_3,3,158,20.59,23.6,
206829,2023-09-12 15:11:01.897,EM500_SMTC_3,3,158,20.59,23.6,
206847,2023-09-12 15:21:03.253,EM500_SMTC_3,3,158,20.59,23.7,
206863,2023-09-12 15:31:04.617,EM500_SMTC_3,3,158,20.59,23.7,
206880,2023-09-12 15:41:05.985,EM500_SMTC_3,3,158,20.59,23.7,
206898,2023-09-12 15:51:07.346,EM500_SMTC_3,3,158,20.59,23.7,
206915,2023-09-12 16:01:08.710,EM500_SMTC_3,3,158,20.59,23.8,
206933,2023-09-12 16:11:10.062,EM500_SMTC_3,3,158,20.59,23.8,
206952,2023-09-12 16:21:11.434,EM500_SMTC_3,3,158,20.59,23.8,
206969,2023-09-12 16:31:12.790,EM500_SMTC_3,3,158,20.59,23.8,
206986,2023-09-12 16:41:14.152,EM500_SMTC_3,3,158,20.59,23.8,
207002,2023-09-12 16:51:15.510,EM500_SMTC_3,3,158,20.59,23.9,
207021,2023-09-12 17:01:16.877,EM500_SMTC_3,3,158,20.59,23.9,
207039,2023-09-12 17:11:18.236,EM500_SMTC_3,3,158,20.65,23.9,100
207057,2023-09-12 17:21:19.596,EM500_SMTC_3,3,158,20.59,23.9,
207074,2023-09-12 17:31:20.950,EM500_SMTC_3,3,158,20.65,23.9,
207092,2023-09-12 17:41:22.317,EM500_SMTC_3,3,158,20.59,24.0,
207111,2023-09-12 17:51:23.677,EM500_SMTC_3,3,158,20.59,24.0,
207128,2023-09-12 18:01:25.047,EM500_SMTC_3,3,158,20.59,24.0,
207149,2023-09-12 18:11:26.420,EM500_SMTC_3,3,158,20.65,24.0,
207165,2023-09-12 18:21:27.766,EM500_SMTC_3,3,158,20.59,24.0,
207184,2023-09-12 18:31:29.136,EM500_SMTC_3,3,157,20.65,24.0,
207203,2023-09-12 18:41:30.492,EM500_SMTC_3,3,157,20.65,24.0,
207220,2023-09-12 18:51:31.842,EM500_SMTC_3,3,157,20.59,24.0,
207238,2023-09-12 19:01:33.218,EM500_SMTC_3,3,157,20.59,24.0,
207257,2023-09-12 19:11:34.582,EM500_SMTC_3,3,158,20.65,24.1,
207274,2023-09-12 19:21:35.940,EM500_SMTC_3,3,157,20.59,24.1,
207294,2023-09-12 19:31:37.286,EM500_SMTC_3,3,158,20.59,24.1,
207312,2023-09-12 19:41:38.660,EM500_SMTC_3,3,158,20.59,24.1,
207332,2023-09-12 19:51:40.030,EM500_SMTC_3,3,158,20.65,24.1,
207349,2023-09-12 20:01:41.374,EM500_SMTC_3,3,158,20.59,24.1,
207368,2023-09-12 20:11:42.752,EM500_SMTC_3,3,158,20.65,24.1,
207386,2023-09-12 20:21:44.118,EM500_SMTC_3,3,158,20.59,24.1,
207405,2023-09-12 20:31:45.485,EM500_SMTC_3,3,158,20.65,24.1,
207424,2023-09-12 20:41:46.833,EM500_SMTC_3,3,158,20.65,24.1,
207443,2023-09-12 20:51:48.212,EM500_SMTC_3,3,158,20.65,24.1,
207461,2023-09-12 21:01:49.574,EM500_SMTC_3,3,158,20.65,24.1,
207479,2023-09-12 21:11:50.923,EM500_SMTC_3,3,157,20.59,24.1,
207495,2023-09-12 21:21:52.297,EM500_SMTC_3,3,158,20.59,24.1,
207513,2023-09-12 21:31:53.658,EM500_SMTC_3,3,158,20.65,24.1,
207531,2023-09-12 21:41:55.025,EM500_SMTC_3,3,158,20.65,24.1,
207550,2023-09-12 21:51:56.401,EM500_SMTC_3,3,158,20.65,24.1,
207567,2023-09-12 22:01:57.763,EM500_SMTC_3,3,158,20.59,24.1,
207586,2023-09-12 22:11:59.129,EM500_SMTC_3,3,158,20.65,24.1,
207603,2023-09-12 22:22:00.479,EM500_SMTC_3,3,157,20.59,24.1,
207621,2023-09-12 22:32:01.820,EM500_SMTC_3,3,157,20.65,24.1,
207638,2023-09-12 22:42:03.193,EM500_SMTC_3,3,158,20.59,24.1,
207656,2023-09-12 22:52:04.545,EM500_SMTC_3,3,157,20.65,24.1,
207674,2023-09-12 23:02:05.891,EM500_SMTC_3,3,157,20.59,24.0,
207695,2023-09-12 23:12:07.261,EM500_SMTC_3,3,157,20.59,24.0,
207713,2023-09-12 23:22:08.619,EM500_SMTC_3,3,157,20.59,24.0,
207731,2023-09-12 23:32:10.001,EM500_SMTC_3,3,157,20.59,24.0,
207768,2023-09-12 23:52:12.701,EM500_SMTC_3,3,157,20.59,24.0,
207803,2023-09-13 00:12:15.441,EM500_SMTC_3,3,158,20.59,24.0,
207821,2023-09-13 00:22:16.791,EM500_SMTC_3,3,158,20.59,24.0,
207839,2023-09-13 00:32:18.141,EM500_SMTC_3,3,158,20.59,24.0,
207856,2023-09-13 00:42:19.504,EM500_SMTC_3,3,158,20.59,24.0,
207873,2023-09-13 00:52:20.856,EM500_SMTC_3,3,158,20.59,24.0,
207889,2023-09-13 01:02:22.218,EM500_SMTC_3,3,158,20.59,24.0,
207906,2023-09-13 01:12:23.578,EM500_SMTC_3,3,158,20.59,23.9,
207924,2023-09-13 01:22:24.928,EM500_SMTC_3,3,158,20.59,23.9,
207942,2023-09-13 01:32:26.308,EM500_SMTC_3,3,158,20.59,23.9,
207961,2023-09-13 01:42:27.640,EM500_SMTC_3,3,158,20.59,23.9,
207978,2023-09-13 01:52:29.014,EM500_SMTC_3,3,158,20.59,23.9,
207996,2023-09-13 02:02:30.376,EM500_SMTC_3,3,158,20.59,23.9,
208013,2023-09-13 02:12:31.743,EM500_SMTC_3,3,158,20.59,23.9,
208028,2023-09-13 02:22:33.086,EM500_SMTC_3,3,158,20.59,23.9,
208045,2023-09-13 02:32:34.443,EM500_SMTC_3,3,158,20.59,23.9,
208062,2023-09-13 02:42:35.808,EM500_SMTC_3,3,157,20.59,23.8,
208080,2023-09-13 02:52:37.168,EM500_SMTC_3,3,157,20.59,23.8,
208096,2023-09-13 03:02:38.514,EM500_SMTC_3,3,157,20.59,23.8,
208114,2023-09-13 03:12:39.872,EM500_SMTC_3,3,157,20.55,23.8,
208131,2023-09-13 03:22:41.226,EM500_SMTC_3,3,157,20.59,23.8,
208149,2023-09-13 03:32:42.574,EM500_SMTC_3,3,157,20.59,23.8,
208167,2023-09-13 03:42:43.934,EM500_SMTC_3,3,157,20.59,23.8,
208186,2023-09-13 03:52:45.281,EM500_SMTC_3,3,157,20.59,23.7,
208203,2023-09-13 04:02:46.636,EM500_SMTC_3,3,157,20.59,23.7,
208223,2023-09-13 04:12:48.009,EM500_SMTC_3,3,158,20.59,23.7,
208241,2023-09-13 04:22:49.350,EM500_SMTC_3,3,158,20.55,23.7,
208260,2023-09-13 04:32:50.733,EM500_SMTC_3,3,158,20.55,23.7,
208277,2023-09-13 04:42:52.084,EM500_SMTC_3,3,158,20.59,23.7,
208296,2023-09-13 04:52:53.449,EM500_SMTC_3,3,158,20.59,23.6,
208313,2023-09-13 05:02:54.813,EM500_SMTC_3,3,158,20.55,23.6,
208330,2023-09-13 05:12:56.157,EM500_SMTC_3,3,158,20.55,23.6,
208346,2023-09-13 05:22:57.531,EM500_SMTC_3,3,157,20.55,23.6,
208365,2023-09-13 05:32:58.877,EM500_SMTC_3,3,157,20.55,23.6,
208382,2023-09-13 05:43:00.250,EM500_SMTC_3,3,157,20.55,23.5,
208398,2023-09-13 05:53:01.596,EM500_SMTC_3,3,157,20.55,23.5,
208413,2023-09-13 06:03:02.951,EM500_SMTC_3,3,157,20.55,23.5,
208432,2023-09-13 06:13:04.323,EM500_SMTC_3,3,157,20.55,23.5,
208448,2023-09-13 06:23:05.686,EM500_SMTC_3,3,157,20.55,23.5,
208466,2023-09-13 06:33:07.034,EM500_SMTC_3,3,157,20.55,23.5,
208481,2023-09-13 06:43:08.387,EM500_SMTC_3,3,157,20.55,23.4,
208499,2023-09-13 06:53:09.752,EM500_SMTC_3,3,157,20.55,23.4,
208517,2023-09-13 07:03:11.111,EM500_SMTC_3,3,157,20.55,23.4,
208535,2023-09-13 07:13:12.465,EM500_SMTC_3,3,156,20.55,23.4,
208552,2023-09-13 07:23:13.822,EM500_SMTC_3,3,157,20.55,23.4,
208570,2023-09-13 07:33:15.174,EM500_SMTC_3,3,157,20.55,23.4,
208588,2023-09-13 07:43:16.526,EM500_SMTC_3,3,157,20.55,23.3,
208607,2023-09-13 07:53:17.892,EM500_SMTC_3,3,157,20.55,23.3,
208625,2023-09-13 08:03:19.258,EM500_SMTC_3,3,157,20.55,23.3,
208644,2023-09-13 08:13:20.604,EM500_SMTC_3,3,157,20.45,23.3,
208662,2023-09-13 08:23:21.956,EM500_SMTC_3,3,157,20.55,23.3,
208679,2023-09-13 08:33:23.303,EM500_SMTC_3,3,157,20.55,23.3,
208695,2023-09-13 08:43:24.665,EM500_SMTC_3,3,157,20.55,23.3,
208713,2023-09-13 08:53:26.017,EM500_SMTC_3,3,157,20.55,23.3,
208730,2023-09-13 09:03:27.378,EM500_SMTC_3,3,157,20.55,23.3,
208749,2023-09-13 09:13:28.735,EM500_SMTC_3,3,157,20.45,23.2,
208765,2023-09-13 09:23:30.095,EM500_SMTC_3,3,157,20.55,23.2,
