id,DateTime,Sensor_Name(Identifier),co2(ppm),humidity(%RH),barometric_pressure(hPa),Temperature [°C],battery [%]
31938,2023-06-29 06:14:46.484,EM500 Co2,635,61.0,1010.7,24.5,
32234,2023-06-29 13:02:29.456,EM500 Co2,472,39.5,1010.9,41.2,100.0
32243,2023-06-29 13:11:48.221,EM500 Co2,467,46.0,1010.8,40.2,
32254,2023-06-29 13:21:48.191,EM500 Co2,463,38.0,1010.6,39.7,
32264,2023-06-29 13:31:48.203,EM500 Co2,436,35.0,1010.6,39.4,
32274,2023-06-29 13:41:48.167,EM500 Co2,427,33.0,1010.3,39.8,
32284,2023-06-29 13:51:48.148,EM500 Co2,450,32.5,1010.1,38.7,
32297,2023-06-29 14:01:48.111,EM500 Co2,472,30.0,1010.1,40.6,
32307,2023-06-29 14:11:48.086,EM500 Co2,442,31.5,1010.0,35.9,
32316,2023-06-29 14:21:47.727,EM500 Co2,442,35.0,1009.9,34.9,
32326,2023-06-29 14:31:47.749,EM500 Co2,433,35.0,1009.9,34.7,
32336,2023-06-29 14:41:47.658,EM500 Co2,443,34.5,1009.7,34.2,
32345,2023-06-29 14:51:47.613,EM500 Co2,442,35.0,1009.7,33.6,
32355,2023-06-29 15:01:47.599,EM500 Co2,433,35.0,1009.6,33.8,
32365,2023-06-29 15:11:47.573,EM500 Co2,456,35.0,1009.5,34.2,
32375,2023-06-29 15:21:47.570,EM500 Co2,448,34.5,1009.4,34.5,
32387,2023-06-29 15:31:47.537,EM500 Co2,448,36.0,1009.2,34.5,
32397,2023-06-29 15:41:47.493,EM500 Co2,454,35.5,1009.2,34.6,
32408,2023-06-29 15:51:47.497,EM500 Co2,428,35.0,1009.0,34.6,
32418,2023-06-29 16:01:47.432,EM500 Co2,424,35.5,1009.1,34.2,
32428,2023-06-29 16:11:47.423,EM500 Co2,449,36.5,1009.1,33.9,
32438,2023-06-29 16:21:47.424,EM500 Co2,436,37.0,1009.1,33.9,
32447,2023-06-29 16:31:49.091,EM500 Co2,434,35.0,1009.2,33.9,
32456,2023-06-29 16:41:47.340,EM500 Co2,440,34.5,1009.0,33.9,
32465,2023-06-29 16:51:47.321,EM500 Co2,444,35.0,1009.0,34.0,
32474,2023-06-29 17:01:47.291,EM500 Co2,440,37.0,1008.9,33.2,
32483,2023-06-29 17:11:47.271,EM500 Co2,446,36.5,1008.9,33.1,
32492,2023-06-29 17:21:47.252,EM500 Co2,449,38.0,1008.9,32.7,
32501,2023-06-29 17:31:47.218,EM500 Co2,446,38.0,1009.0,31.7,
32510,2023-06-29 17:41:48.882,EM500 Co2,452,40.0,1009.1,30.7,
32519,2023-06-29 17:51:47.165,EM500 Co2,461,46.0,1009.1,29.3,
32528,2023-06-29 18:01:47.113,EM500 Co2,464,44.5,1009.2,28.4,
32536,2023-06-29 18:11:47.089,EM500 Co2,450,45.5,1009.2,27.8,
32545,2023-06-29 18:21:47.107,EM500 Co2,460,47.5,1009.2,27.7,
32554,2023-06-29 18:31:47.042,EM500 Co2,447,46.0,1009.3,27.3,
32563,2023-06-29 18:41:46.977,EM500 Co2,451,46.5,1009.2,27.0,
32573,2023-06-29 18:51:48.696,EM500 Co2,468,46.0,1009.2,26.4,
32582,2023-06-29 19:01:46.946,EM500 Co2,439,47.0,1009.2,26.1,
32591,2023-06-29 19:11:46.929,EM500 Co2,469,47.0,1009.3,25.8,
32600,2023-06-29 19:21:46.907,EM500 Co2,460,48.0,1009.3,25.4,
32609,2023-06-29 19:31:46.871,EM500 Co2,481,48.5,1009.3,25.0,
32618,2023-06-29 19:41:46.841,EM500 Co2,450,48.5,1009.3,25.0,
32628,2023-06-29 19:51:46.848,EM500 Co2,464,48.5,1009.6,25.2,
32637,2023-06-29 20:01:46.777,EM500 Co2,444,48.5,1009.6,25.3,
32646,2023-06-29 20:11:46.741,EM500 Co2,461,47.5,1009.6,25.3,
32655,2023-06-29 20:21:46.729,EM500 Co2,468,47.0,1009.7,25.3,
32664,2023-06-29 20:31:46.699,EM500 Co2,478,48.0,1009.7,25.1,
32673,2023-06-29 20:41:46.653,EM500 Co2,459,49.5,1009.7,24.7,
32682,2023-06-29 20:51:46.640,EM500 Co2,463,52.0,1009.6,24.1,
32690,2023-06-29 21:01:46.595,EM500 Co2,483,55.0,1009.7,23.4,
32699,2023-06-29 21:11:46.573,EM500 Co2,470,56.0,1009.7,23.3,
32708,2023-06-29 21:21:46.549,EM500 Co2,459,54.0,1009.6,23.7,
32717,2023-06-29 21:31:48.229,EM500 Co2,468,54.0,1009.8,23.9,
32726,2023-06-29 21:41:46.492,EM500 Co2,488,56.0,1009.8,23.4,
32735,2023-06-29 21:51:48.162,EM500 Co2,465,58.5,1009.8,23.2,
32744,2023-06-29 22:01:46.416,EM500 Co2,483,61.0,1009.9,23.0,
32753,2023-06-29 22:11:46.387,EM500 Co2,478,60.5,1009.9,22.9,
32762,2023-06-29 22:21:46.377,EM500 Co2,474,60.5,1009.8,23.2,
32771,2023-06-29 22:31:46.355,EM500 Co2,463,60.5,1009.8,23.3,
32780,2023-06-29 22:41:46.294,EM500 Co2,480,61.5,1009.8,23.1,
32789,2023-06-29 22:51:46.308,EM500 Co2,475,61.5,1009.7,23.0,
32798,2023-06-29 23:01:46.244,EM500 Co2,470,62.5,1009.7,22.8,
32807,2023-06-29 23:11:46.227,EM500 Co2,466,63.5,1009.7,22.8,
32816,2023-06-29 23:21:46.193,EM500 Co2,481,64.5,1009.9,22.6,
32825,2023-06-29 23:31:46.174,EM500 Co2,488,65.0,1009.9,22.6,
32834,2023-06-29 23:41:46.179,EM500 Co2,484,65.0,1009.9,22.5,
32843,2023-06-29 23:51:46.111,EM500 Co2,494,65.5,1009.8,22.7,
32852,2023-06-30 00:01:46.079,EM500 Co2,464,66.5,1009.7,22.5,
32861,2023-06-30 00:11:46.047,EM500 Co2,475,67.5,1009.8,22.4,
32870,2023-06-30 00:21:46.000,EM500 Co2,487,68.5,1009.8,22.2,
32879,2023-06-30 00:31:45.991,EM500 Co2,497,74.5,1009.8,21.8,
32888,2023-06-30 00:41:45.949,EM500 Co2,478,79.5,1009.6,21.0,
32897,2023-06-30 00:51:45.941,EM500 Co2,505,82.5,1009.7,20.5,
32906,2023-06-30 01:01:45.889,EM500 Co2,526,84.0,1009.7,20.2,
32915,2023-06-30 01:11:45.862,EM500 Co2,534,87.5,1009.7,20.1,
32924,2023-06-30 01:21:45.845,EM500 Co2,537,88.0,1009.8,19.9,
32933,2023-06-30 01:31:45.817,EM500 Co2,547,88.5,1009.8,19.8,
32942,2023-06-30 01:41:47.495,EM500 Co2,549,88.0,1009.7,19.8,
32951,2023-06-30 01:51:47.473,EM500 Co2,585,89.0,1009.7,19.6,
32960,2023-06-30 02:01:45.720,EM500 Co2,567,89.0,1009.5,19.7,
32969,2023-06-30 02:11:45.700,EM500 Co2,545,89.0,1009.5,19.6,
32977,2023-06-30 02:21:45.676,EM500 Co2,548,90.0,1009.6,19.6,
32985,2023-06-30 02:31:45.646,EM500 Co2,550,90.0,1009.4,19.6,
32994,2023-06-30 02:41:45.600,EM500 Co2,533,89.0,1009.5,19.6,
33004,2023-06-30 02:51:45.589,EM500 Co2,549,88.0,1009.5,19.4,
33013,2023-06-30 03:01:45.603,EM500 Co2,538,88.0,1009.4,19.4,
33022,2023-06-30 03:11:45.527,EM500 Co2,563,88.5,1009.3,19.1,
33031,2023-06-30 03:21:45.499,EM500 Co2,547,88.0,1009.3,18.8,
33039,2023-06-30 03:31:47.179,EM500 Co2,564,89.0,1009.3,18.6,
33048,2023-06-30 03:41:45.462,EM500 Co2,586,89.5,1009.3,18.4,
33057,2023-06-30 03:51:45.447,EM500 Co2,620,90.5,1009.4,18.3,
33074,2023-06-30 04:11:45.395,EM500 Co2,542,91.0,1009.4,18.4,
33083,2023-06-30 04:21:45.338,EM500 Co2,542,90.0,1009.5,18.9,
33092,2023-06-30 04:31:45.301,EM500 Co2,541,89.5,1009.3,19.3,
33101,2023-06-30 04:41:45.257,EM500 Co2,525,89.0,1009.1,19.6,
33110,2023-06-30 04:51:45.245,EM500 Co2,535,87.5,1009.0,20.0,
33119,2023-06-30 05:01:45.186,EM500 Co2,525,86.5,1008.8,20.3,
33128,2023-06-30 05:11:45.179,EM500 Co2,509,84.0,1008.8,21.2,
33137,2023-06-30 05:21:45.107,EM500 Co2,524,80.5,1008.7,22.5,
33146,2023-06-30 05:31:45.128,EM500 Co2,532,77.0,1008.4,23.5,
33155,2023-06-30 05:41:45.090,EM500 Co2,521,74.0,1008.5,23.8,
33164,2023-06-30 05:51:45.052,EM500 Co2,515,71.0,1008.4,24.7,
33173,2023-06-30 06:01:46.743,EM500 Co2,510,68.0,1008.7,25.4,
33182,2023-06-30 06:11:44.994,EM500 Co2,517,68.0,1008.7,25.4,
33191,2023-06-30 06:21:44.979,EM500 Co2,491,61.5,1008.8,27.0,
33201,2023-06-30 06:31:44.943,EM500 Co2,512,60.5,1008.9,27.5,
33210,2023-06-30 06:41:44.904,EM500 Co2,493,65.0,1008.9,26.2,
33219,2023-06-30 06:51:44.907,EM500 Co2,508,62.0,1008.6,26.7,
33229,2023-06-30 07:01:44.849,EM500 Co2,481,61.0,1008.6,27.6,
33239,2023-06-30 07:11:44.820,EM500 Co2,481,61.5,1008.6,26.8,
33249,2023-06-30 07:21:44.794,EM500 Co2,503,63.0,1008.6,26.3,
33259,2023-06-30 07:31:44.775,EM500 Co2,489,63.0,1008.3,25.9,
33269,2023-06-30 07:41:44.732,EM500 Co2,470,62.5,1008.3,26.3,
33279,2023-06-30 07:51:44.724,EM500 Co2,475,62.5,1008.2,26.1,
33289,2023-06-30 08:01:44.665,EM500 Co2,483,60.5,1008.2,26.0,
33299,2023-06-30 08:11:44.645,EM500 Co2,475,61.0,1008.0,26.1,
33309,2023-06-30 08:21:44.625,EM500 Co2,485,62.5,1008.1,26.0,
33319,2023-06-30 08:31:44.603,EM500 Co2,482,63.5,1008.1,25.4,
33329,2023-06-30 08:41:44.575,EM500 Co2,490,65.5,1008.2,24.8,
33339,2023-06-30 08:51:44.538,EM500 Co2,496,68.5,1008.5,24.3,
33349,2023-06-30 09:01:44.497,EM500 Co2,494,69.5,1008.6,23.8,
33358,2023-06-30 09:11:44.456,EM500 Co2,486,72.0,1008.8,23.4,
33368,2023-06-30 09:21:44.458,EM500 Co2,491,75.0,1008.8,22.9,
33378,2023-06-30 09:31:44.429,EM500 Co2,485,77.5,1008.9,22.7,
33388,2023-06-30 09:41:44.383,EM500 Co2,475,75.5,1008.7,22.9,
33398,2023-06-30 09:51:44.367,EM500 Co2,492,76.0,1008.6,23.0,
33408,2023-06-30 10:01:44.318,EM500 Co2,495,72.0,1008.5,23.5,
33418,2023-06-30 10:11:44.304,EM500 Co2,468,72.0,1008.6,23.7,
33428,2023-06-30 10:21:44.289,EM500 Co2,488,73.5,1008.7,23.6,
33438,2023-06-30 10:31:44.251,EM500 Co2,501,73.0,1008.7,23.5,
33448,2023-06-30 10:41:44.211,EM500 Co2,496,73.0,1008.5,23.5,
33458,2023-06-30 10:51:44.183,EM500 Co2,488,74.0,1008.4,23.6,
33468,2023-06-30 11:01:44.153,EM500 Co2,495,74.5,1008.2,23.5,
33478,2023-06-30 11:11:44.118,EM500 Co2,483,75.5,1008.1,23.6,
33488,2023-06-30 11:21:44.092,EM500 Co2,485,76.0,1008.1,23.5,
33498,2023-06-30 11:31:44.083,EM500 Co2,486,76.5,1008.2,23.4,
33508,2023-06-30 11:41:44.030,EM500 Co2,482,76.0,1008.3,23.7,
33518,2023-06-30 11:51:44.016,EM500 Co2,484,75.5,1008.4,23.8,
33528,2023-06-30 12:01:43.967,EM500 Co2,477,76.5,1008.2,23.9,
33538,2023-06-30 12:11:43.940,EM500 Co2,477,75.0,1008.3,23.5,
33548,2023-06-30 12:21:43.929,EM500 Co2,466,76.5,1008.3,23.5,
33558,2023-06-30 12:31:43.898,EM500 Co2,485,76.5,1008.2,23.0,
33568,2023-06-30 12:41:43.851,EM500 Co2,452,78.5,1008.1,22.1,
33578,2023-06-30 12:51:43.851,EM500 Co2,482,80.5,1008.1,21.6,
33588,2023-06-30 13:01:43.796,EM500 Co2,472,82.0,1008.2,21.5,
33599,2023-06-30 13:11:43.778,EM500 Co2,479,83.0,1008.2,21.0,100.0
33608,2023-06-30 13:21:43.792,EM500 Co2,482,85.0,1008.2,20.7,
33618,2023-06-30 13:31:43.728,EM500 Co2,475,86.0,1008.2,20.6,
33628,2023-06-30 13:41:43.682,EM500 Co2,473,88.0,1008.5,20.3,
33638,2023-06-30 13:51:43.654,EM500 Co2,471,89.0,1008.3,19.8,
33648,2023-06-30 14:01:43.625,EM500 Co2,482,90.5,1008.3,19.4,
33658,2023-06-30 14:11:43.656,EM500 Co2,482,90.5,1008.2,19.4,
33668,2023-06-30 14:21:43.575,EM500 Co2,475,91.5,1008.1,19.4,
33679,2023-06-30 14:31:43.535,EM500 Co2,489,92.0,1008.1,19.5,
33689,2023-06-30 14:41:43.505,EM500 Co2,491,92.0,1008.1,19.9,
33699,2023-06-30 14:51:43.495,EM500 Co2,485,91.5,1008.0,20.3,
33709,2023-06-30 15:01:43.463,EM500 Co2,490,90.5,1007.9,20.3,
33718,2023-06-30 15:11:43.422,EM500 Co2,487,90.0,1008.0,20.3,
33728,2023-06-30 15:21:43.398,EM500 Co2,484,90.5,1007.9,19.6,
33738,2023-06-30 15:31:43.380,EM500 Co2,487,90.5,1007.9,19.3,
33748,2023-06-30 15:41:43.332,EM500 Co2,483,90.5,1007.9,19.0,
33758,2023-06-30 15:51:43.319,EM500 Co2,496,90.5,1007.7,19.0,
33768,2023-06-30 16:01:43.329,EM500 Co2,477,90.0,1007.6,19.1,
33778,2023-06-30 16:11:43.244,EM500 Co2,473,90.0,1007.7,19.0,
33788,2023-06-30 16:21:43.234,EM500 Co2,493,91.0,1007.8,18.9,
33798,2023-06-30 16:31:43.200,EM500 Co2,495,91.5,1007.6,19.2,
33808,2023-06-30 16:41:43.151,EM500 Co2,497,90.5,1007.4,19.6,
33818,2023-06-30 16:51:43.136,EM500 Co2,467,90.0,1007.4,19.9,
33828,2023-06-30 17:01:43.100,EM500 Co2,490,90.0,1007.5,19.8,
33838,2023-06-30 17:11:43.074,EM500 Co2,468,90.5,1007.4,19.6,
33848,2023-06-30 17:21:43.056,EM500 Co2,506,91.0,1007.3,19.5,
33858,2023-06-30 17:31:43.008,EM500 Co2,483,91.0,1007.2,19.3,
33868,2023-06-30 17:41:42.999,EM500 Co2,492,91.0,1007.2,19.3,
33878,2023-06-30 17:51:42.956,EM500 Co2,475,91.0,1007.2,19.3,
33888,2023-06-30 18:01:42.922,EM500 Co2,492,91.5,1007.0,19.3,
33898,2023-06-30 18:11:42.893,EM500 Co2,499,92.0,1007.2,19.2,
33908,2023-06-30 18:21:42.904,EM500 Co2,497,92.5,1007.3,19.1,
33919,2023-06-30 18:31:42.858,EM500 Co2,508,92.5,1007.2,19.1,
33929,2023-06-30 18:41:42.815,EM500 Co2,494,93.0,1007.2,19.1,
33938,2023-06-30 18:51:44.511,EM500 Co2,516,93.0,1007.3,18.9,
33948,2023-06-30 19:01:42.758,EM500 Co2,512,93.5,1007.4,18.7,
33958,2023-06-30 19:11:42.725,EM500 Co2,507,93.5,1007.4,18.7,
33968,2023-06-30 19:21:42.710,EM500 Co2,533,94.0,1007.6,18.8,
33977,2023-06-30 19:31:42.644,EM500 Co2,526,94.5,1007.7,18.7,
33987,2023-06-30 19:41:42.639,EM500 Co2,534,94.5,1007.8,18.7,
33997,2023-06-30 19:51:42.655,EM500 Co2,571,95.0,1008.0,18.7,
34007,2023-06-30 20:01:42.579,EM500 Co2,545,95.0,1008.1,18.7,
34017,2023-06-30 20:11:42.563,EM500 Co2,547,95.0,1007.9,18.7,
34027,2023-06-30 20:21:42.546,EM500 Co2,552,95.0,1007.9,18.7,
34037,2023-06-30 20:31:42.515,EM500 Co2,556,95.0,1007.9,18.9,
34047,2023-06-30 20:41:42.462,EM500 Co2,532,95.0,1007.8,18.8,
34057,2023-06-30 20:51:42.447,EM500 Co2,544,95.0,1007.6,18.7,
34067,2023-06-30 21:01:42.399,EM500 Co2,533,95.0,1007.5,18.6,
34077,2023-06-30 21:11:42.393,EM500 Co2,531,95.5,1007.4,18.5,
34087,2023-06-30 21:21:42.382,EM500 Co2,553,95.5,1007.4,18.5,
34097,2023-06-30 21:31:42.325,EM500 Co2,532,95.5,1007.6,18.4,
34107,2023-06-30 21:41:42.293,EM500 Co2,540,95.5,1007.6,18.3,
34117,2023-06-30 21:51:42.277,EM500 Co2,552,95.5,1007.7,18.3,
34127,2023-06-30 22:01:42.237,EM500 Co2,556,95.5,1007.7,18.3,
34137,2023-06-30 22:11:42.209,EM500 Co2,551,95.5,1007.6,18.1,
34147,2023-06-30 22:21:42.187,EM500 Co2,568,95.5,1007.5,18.1,
34157,2023-06-30 22:31:42.140,EM500 Co2,573,96.0,1007.5,17.9,
34167,2023-06-30 22:41:42.123,EM500 Co2,571,96.0,1007.4,17.9,
34177,2023-06-30 22:51:42.107,EM500 Co2,561,96.0,1007.5,17.9,
34187,2023-06-30 23:01:42.064,EM500 Co2,565,96.0,1007.4,17.9,
34197,2023-06-30 23:11:42.044,EM500 Co2,553,96.0,1007.5,17.9,
34207,2023-06-30 23:21:42.014,EM500 Co2,553,96.0,1007.5,18.0,
34217,2023-06-30 23:31:41.990,EM500 Co2,574,96.0,1007.4,18.1,
34227,2023-06-30 23:41:41.940,EM500 Co2,583,96.0,1007.3,18.1,
34237,2023-06-30 23:51:41.928,EM500 Co2,542,96.0,1007.3,18.0,
34247,2023-07-01 00:01:41.904,EM500 Co2,562,96.0,1007.3,17.9,
34257,2023-07-01 00:11:41.869,EM500 Co2,565,96.0,1007.2,18.0,
34267,2023-07-01 00:21:41.846,EM500 Co2,557,96.0,1007.2,18.0,
34277,2023-07-01 00:31:41.819,EM500 Co2,548,96.0,1007.1,18.0,
34287,2023-07-01 00:41:41.789,EM500 Co2,548,96.0,1006.9,17.9,
34297,2023-07-01 00:51:41.789,EM500 Co2,542,96.0,1007.0,17.8,
34307,2023-07-01 01:01:41.739,EM500 Co2,550,96.0,1007.1,17.9,
34317,2023-07-01 01:11:41.703,EM500 Co2,549,96.0,1007.1,17.8,
34327,2023-07-01 01:21:41.674,EM500 Co2,532,96.0,1007.0,17.9,
34337,2023-07-01 01:31:41.645,EM500 Co2,534,96.0,1007.1,17.9,
34347,2023-07-01 01:41:41.605,EM500 Co2,539,96.0,1006.8,17.9,
34357,2023-07-01 01:51:41.575,EM500 Co2,542,96.0,1006.7,17.8,
34367,2023-07-01 02:01:41.565,EM500 Co2,554,96.0,1006.7,17.8,
34377,2023-07-01 02:11:41.531,EM500 Co2,544,96.0,1006.6,17.6,
34387,2023-07-01 02:21:41.504,EM500 Co2,568,96.0,1006.6,17.3,
34397,2023-07-01 02:31:41.490,EM500 Co2,572,96.0,1006.6,17.1,
34407,2023-07-01 02:41:41.458,EM500 Co2,560,96.0,1006.8,17.0,
34417,2023-07-01 02:51:41.397,EM500 Co2,573,96.5,1006.8,17.1,
34427,2023-07-01 03:01:41.398,EM500 Co2,559,96.5,1006.7,17.2,
34437,2023-07-01 03:11:41.362,EM500 Co2,581,96.5,1006.6,17.2,
34446,2023-07-01 03:21:41.351,EM500 Co2,566,96.5,1006.6,17.0,
34455,2023-07-01 03:31:41.306,EM500 Co2,581,96.5,1006.6,17.0,
34465,2023-07-01 03:41:41.271,EM500 Co2,591,96.5,1006.5,16.9,
34475,2023-07-01 03:51:41.299,EM500 Co2,568,97.0,1006.5,17.2,
34485,2023-07-01 04:01:41.222,EM500 Co2,578,97.0,1006.5,17.5,
34495,2023-07-01 04:11:41.193,EM500 Co2,572,97.0,1006.5,17.7,
34505,2023-07-01 04:21:41.173,EM500 Co2,570,97.0,1006.4,17.9,
34515,2023-07-01 04:31:41.145,EM500 Co2,563,97.0,1006.5,18.1,
34525,2023-07-01 04:41:41.129,EM500 Co2,552,96.5,1006.5,18.2,
34535,2023-07-01 04:51:41.065,EM500 Co2,536,95.5,1006.5,18.5,
34545,2023-07-01 05:01:41.035,EM500 Co2,507,94.5,1006.5,18.5,
34555,2023-07-01 05:11:41.019,EM500 Co2,503,93.5,1006.5,18.7,
34564,2023-07-01 05:21:41.004,EM500 Co2,493,93.0,1006.5,19.1,
34573,2023-07-01 05:31:40.970,EM500 Co2,510,91.5,1006.4,19.1,
34583,2023-07-01 05:41:40.926,EM500 Co2,499,91.5,1006.4,19.3,
34592,2023-07-01 05:51:40.890,EM500 Co2,495,90.5,1006.7,19.2,
34602,2023-07-01 06:01:40.893,EM500 Co2,495,91.5,1006.8,19.0,
34612,2023-07-01 06:11:40.841,EM500 Co2,503,92.0,1006.8,18.8,
34621,2023-07-01 06:21:40.825,EM500 Co2,510,92.5,1006.9,18.9,
34631,2023-07-01 06:31:40.759,EM500 Co2,497,92.5,1007.0,18.9,
34641,2023-07-01 06:41:40.759,EM500 Co2,494,92.0,1007.1,19.0,
34650,2023-07-01 06:51:40.727,EM500 Co2,505,91.5,1007.0,19.6,
34660,2023-07-01 07:01:40.727,EM500 Co2,507,90.5,1007.1,19.8,
34670,2023-07-01 07:11:40.674,EM500 Co2,495,90.5,1007.0,19.5,
34680,2023-07-01 07:21:40.647,EM500 Co2,504,91.5,1007.1,19.2,
34690,2023-07-01 07:31:40.610,EM500 Co2,510,91.5,1007.0,19.4,
34700,2023-07-01 07:41:40.610,EM500 Co2,497,90.5,1007.0,19.7,
34710,2023-07-01 07:51:40.557,EM500 Co2,484,89.0,1007.0,20.0,
34720,2023-07-01 08:01:40.518,EM500 Co2,481,89.0,1007.1,20.1,
34730,2023-07-01 08:11:40.504,EM500 Co2,490,88.5,1007.1,20.2,
34740,2023-07-01 08:21:40.473,EM500 Co2,503,87.5,1007.1,20.0,
34750,2023-07-01 08:31:40.446,EM500 Co2,491,88.0,1007.0,20.5,
34760,2023-07-01 08:41:40.400,EM500 Co2,489,85.5,1006.9,21.2,
34770,2023-07-01 08:51:40.414,EM500 Co2,509,83.5,1006.9,21.9,
34780,2023-07-01 09:01:40.362,EM500 Co2,482,82.0,1006.7,23.4,
34790,2023-07-01 09:11:40.319,EM500 Co2,473,73.5,1006.5,25.3,
34800,2023-07-01 09:21:40.302,EM500 Co2,483,72.5,1006.4,25.7,
34810,2023-07-01 09:31:40.269,EM500 Co2,483,69.0,1006.3,26.7,
34820,2023-07-01 09:41:40.239,EM500 Co2,480,65.5,1006.1,27.4,
34830,2023-07-01 09:51:40.191,EM500 Co2,471,63.5,1006.1,28.4,
34840,2023-07-01 10:01:40.147,EM500 Co2,485,63.0,1006.0,28.1,
34850,2023-07-01 10:11:40.142,EM500 Co2,472,65.0,1005.8,26.6,
34860,2023-07-01 10:21:40.152,EM500 Co2,468,68.0,1005.7,26.4,
34870,2023-07-01 10:31:40.106,EM500 Co2,500,64.0,1005.7,27.1,
34880,2023-07-01 10:41:40.059,EM500 Co2,475,64.0,1005.5,27.7,
34890,2023-07-01 10:51:40.022,EM500 Co2,474,62.0,1005.4,27.9,
34900,2023-07-01 11:01:40.016,EM500 Co2,481,61.0,1005.2,28.4,
34909,2023-07-01 11:11:39.968,EM500 Co2,477,60.0,1005.0,28.9,
34919,2023-07-01 11:21:39.940,EM500 Co2,455,59.0,1004.9,29.7,
34929,2023-07-01 11:31:39.929,EM500 Co2,473,58.0,1004.7,29.4,
34939,2023-07-01 11:41:39.885,EM500 Co2,456,57.0,1004.6,29.2,
34949,2023-07-01 11:51:39.873,EM500 Co2,485,58.5,1004.5,30.1,
34959,2023-07-01 12:01:39.844,EM500 Co2,460,57.5,1004.4,29.0,
34969,2023-07-01 12:11:39.800,EM500 Co2,470,59.0,1004.3,29.0,
34978,2023-07-01 12:21:39.790,EM500 Co2,479,54.5,1004.3,29.6,
34988,2023-07-01 12:31:39.768,EM500 Co2,490,54.0,1004.1,30.3,
34998,2023-07-01 12:41:39.722,EM500 Co2,466,51.5,1004.1,30.3,
35008,2023-07-01 12:51:39.704,EM500 Co2,464,54.0,1003.9,30.1,
35018,2023-07-01 13:01:39.640,EM500 Co2,466,55.5,1003.9,30.1,
35029,2023-07-01 13:11:39.633,EM500 Co2,479,48.5,1003.8,30.5,
35038,2023-07-01 13:21:39.631,EM500 Co2,461,51.0,1003.7,29.7,100.0
35048,2023-07-01 13:31:39.591,EM500 Co2,453,51.0,1003.7,30.8,
35058,2023-07-01 13:41:39.575,EM500 Co2,458,49.5,1003.6,31.7,
35068,2023-07-01 13:51:39.534,EM500 Co2,455,46.5,1003.5,32.0,
35078,2023-07-01 14:01:41.226,EM500 Co2,459,48.5,1003.5,32.1,
35088,2023-07-01 14:11:41.192,EM500 Co2,451,45.5,1003.3,32.5,
35099,2023-07-01 14:21:39.471,EM500 Co2,448,45.0,1003.2,32.7,
35109,2023-07-01 14:31:39.443,EM500 Co2,457,47.5,1003.2,31.2,
35119,2023-07-01 14:41:39.399,EM500 Co2,469,47.5,1003.1,31.8,
35129,2023-07-01 14:51:39.370,EM500 Co2,462,45.0,1003.0,32.5,
35139,2023-07-01 15:01:39.355,EM500 Co2,456,47.0,1002.8,32.4,
35149,2023-07-01 15:11:39.316,EM500 Co2,453,47.0,1002.6,32.4,
35159,2023-07-01 15:21:39.338,EM500 Co2,443,46.5,1002.7,32.9,
35169,2023-07-01 15:31:40.985,EM500 Co2,485,44.0,1002.7,32.8,
35179,2023-07-01 15:41:39.255,EM500 Co2,437,42.5,1002.7,33.2,
35189,2023-07-01 15:51:39.199,EM500 Co2,442,43.0,1002.6,32.9,
35199,2023-07-01 16:01:39.200,EM500 Co2,440,46.5,1002.5,32.9,
35209,2023-07-01 16:11:39.162,EM500 Co2,455,46.5,1002.5,32.8,
35219,2023-07-01 16:21:39.130,EM500 Co2,464,44.5,1002.4,32.4,
35229,2023-07-01 16:31:39.118,EM500 Co2,459,42.5,1002.3,32.4,
35239,2023-07-01 16:41:39.082,EM500 Co2,468,43.0,1002.3,32.8,
35249,2023-07-01 16:51:39.036,EM500 Co2,455,41.5,1002.3,33.0,
35259,2023-07-01 17:01:39.030,EM500 Co2,440,44.5,1002.2,31.1,
35269,2023-07-01 17:11:39.001,EM500 Co2,464,44.5,1002.3,32.1,
35279,2023-07-01 17:21:38.971,EM500 Co2,469,44.5,1002.3,32.2,
35289,2023-07-01 17:31:38.956,EM500 Co2,474,46.0,1002.3,32.1,
35299,2023-07-01 17:41:38.915,EM500 Co2,440,48.0,1002.4,31.4,
35309,2023-07-01 17:51:38.885,EM500 Co2,447,47.0,1002.4,30.9,
35319,2023-07-01 18:01:38.865,EM500 Co2,459,49.5,1002.5,29.7,
35329,2023-07-01 18:11:38.824,EM500 Co2,476,56.5,1002.6,27.9,
35339,2023-07-01 18:21:38.763,EM500 Co2,462,58.0,1002.7,26.8,
35349,2023-07-01 18:31:38.779,EM500 Co2,476,62.0,1002.9,26.0,
35359,2023-07-01 18:41:38.733,EM500 Co2,521,66.5,1003.0,25.1,
35369,2023-07-01 18:51:38.695,EM500 Co2,528,66.5,1003.0,24.5,
35379,2023-07-01 19:01:38.690,EM500 Co2,678,75.5,1003.1,23.6,
35389,2023-07-01 19:11:38.656,EM500 Co2,758,79.0,1003.2,22.9,
35399,2023-07-01 19:21:38.621,EM500 Co2,735,82.0,1003.4,22.2,
35409,2023-07-01 19:31:38.566,EM500 Co2,683,83.0,1003.6,21.8,
35419,2023-07-01 19:41:38.563,EM500 Co2,647,84.0,1003.8,21.4,
35429,2023-07-01 19:51:38.521,EM500 Co2,676,84.0,1004.0,21.0,
35439,2023-07-01 20:01:38.510,EM500 Co2,676,85.5,1004.2,20.6,
