id,DateTime,Sensor_Name(Identifier),co2(ppm),humidity(%RH),barometric_pressure(hPa),Temperature [°C],battery [%]
134536,2023-08-15 07:28:41.366,EM500 Co2,493,51.5,1014.5,31.0,
134556,2023-08-15 07:38:41.334,EM500 Co2,496,51.5,1014.3,31.3,
134574,2023-08-15 07:48:43.011,EM500 Co2,490,50.0,1014.3,31.9,
134592,2023-08-15 07:58:41.287,EM500 Co2,507,50.0,1014.2,32.4,
134610,2023-08-15 08:08:41.233,EM500 Co2,513,49.0,1014.1,32.6,
134630,2023-08-15 08:18:41.231,EM500 Co2,493,49.0,1014.0,32.9,
134648,2023-08-15 08:28:41.199,EM500 Co2,518,48.0,1013.9,33.5,
134667,2023-08-15 08:38:41.151,EM500 Co2,494,46.0,1013.9,34.0,
134683,2023-08-15 08:48:41.145,EM500 Co2,491,47.0,1013.7,34.4,
134701,2023-08-15 08:58:41.097,EM500 Co2,492,45.5,1013.6,34.8,
134719,2023-08-15 09:08:41.079,EM500 Co2,462,43.0,1013.5,34.9,
134738,2023-08-15 09:18:41.063,EM500 Co2,473,42.5,1013.3,35.4,
134756,2023-08-15 09:28:41.051,EM500 Co2,486,43.5,1013.2,35.5,
134775,2023-08-15 09:38:40.989,EM500 Co2,470,41.5,1013.1,36.0,
134793,2023-08-15 09:48:41.003,EM500 Co2,480,37.5,1012.9,36.4,
134812,2023-08-15 09:58:40.965,EM500 Co2,461,39.5,1012.9,36.3,
134831,2023-08-15 10:08:40.911,EM500 Co2,474,38.0,1012.7,36.3,
134850,2023-08-15 10:18:40.919,EM500 Co2,479,37.0,1012.6,36.5,
134867,2023-08-15 10:28:40.896,EM500 Co2,457,37.0,1012.4,36.2,
134886,2023-08-15 10:38:40.845,EM500 Co2,444,36.5,1012.3,36.6,
134903,2023-08-15 10:48:40.846,EM500 Co2,433,36.5,1012.3,36.5,
134922,2023-08-15 10:58:40.822,EM500 Co2,475,37.0,1012.2,36.6,
134940,2023-08-15 11:08:40.793,EM500 Co2,477,37.5,1012.1,36.6,
134959,2023-08-15 11:18:40.754,EM500 Co2,471,38.0,1012.0,36.7,
134977,2023-08-15 11:28:40.755,EM500 Co2,443,37.0,1011.9,36.8,
134996,2023-08-15 11:38:40.710,EM500 Co2,440,39.0,1011.9,36.9,
135014,2023-08-15 11:48:40.714,EM500 Co2,444,38.5,1011.8,37.1,
135033,2023-08-15 11:58:40.688,EM500 Co2,463,36.5,1011.6,37.5,
135050,2023-08-15 12:08:40.648,EM500 Co2,474,37.0,1011.5,37.4,
135069,2023-08-15 12:18:40.644,EM500 Co2,448,35.5,1011.4,37.9,
135087,2023-08-15 12:28:40.610,EM500 Co2,435,36.0,1011.3,38.0,
135105,2023-08-15 12:38:40.576,EM500 Co2,446,36.0,1011.2,37.6,
135123,2023-08-15 12:48:40.570,EM500 Co2,445,33.5,1011.0,38.0,
135141,2023-08-15 12:58:40.544,EM500 Co2,426,34.0,1010.9,38.1,
135157,2023-08-15 13:08:40.558,EM500 Co2,428,33.0,1010.7,37.9,
135175,2023-08-15 13:18:40.508,EM500 Co2,427,33.0,1010.6,38.0,
135193,2023-08-15 13:28:40.466,EM500 Co2,433,34.5,1010.4,38.3,
135212,2023-08-15 13:38:40.432,EM500 Co2,431,31.5,1010.4,38.6,
135231,2023-08-15 13:48:40.424,EM500 Co2,426,33.0,1010.3,39.1,
135250,2023-08-15 13:58:40.397,EM500 Co2,444,31.0,1010.2,38.8,
135268,2023-08-15 14:08:40.374,EM500 Co2,443,34.0,1010.3,38.5,
135286,2023-08-15 14:18:40.323,EM500 Co2,449,33.0,1010.4,39.2,
135304,2023-08-15 14:28:40.340,EM500 Co2,417,34.5,1010.2,39.6,
135323,2023-08-15 14:38:40.302,EM500 Co2,443,32.5,1010.1,38.6,
135359,2023-08-15 14:58:40.272,EM500 Co2,418,39.5,1010.2,34.3,
135378,2023-08-15 15:08:40.263,EM500 Co2,423,41.0,1010.2,34.0,
135397,2023-08-15 15:18:40.223,EM500 Co2,427,42.5,1010.1,34.1,
135414,2023-08-15 15:28:40.177,EM500 Co2,420,40.5,1010.1,34.6,
135433,2023-08-15 15:38:40.147,EM500 Co2,410,39.5,1009.9,35.5,
135451,2023-08-15 15:48:40.151,EM500 Co2,425,38.0,1009.9,36.5,
135470,2023-08-15 15:58:40.117,EM500 Co2,435,36.0,1009.7,37.4,
135488,2023-08-15 16:08:40.077,EM500 Co2,448,38.0,1009.5,36.6,
135507,2023-08-15 16:18:40.061,EM500 Co2,418,37.0,1009.4,36.8,
135525,2023-08-15 16:28:40.031,EM500 Co2,422,37.0,1009.3,36.7,
135544,2023-08-15 16:38:39.997,EM500 Co2,427,34.5,1009.3,37.1,
135562,2023-08-15 16:48:39.991,EM500 Co2,434,36.0,1009.3,37.0,
135581,2023-08-15 16:58:39.929,EM500 Co2,452,35.5,1009.3,36.7,
135616,2023-08-15 17:18:39.903,EM500 Co2,428,39.5,1009.4,35.2,
135634,2023-08-15 17:28:39.881,EM500 Co2,437,42.0,1009.5,34.0,
135654,2023-08-15 17:38:39.844,EM500 Co2,447,43.5,1009.6,33.0,
135672,2023-08-15 17:48:39.827,EM500 Co2,434,45.0,1009.7,32.3,
135691,2023-08-15 17:58:39.789,EM500 Co2,458,46.5,1009.8,31.5,
135709,2023-08-15 18:08:41.475,EM500 Co2,444,47.0,1009.9,30.7,
135727,2023-08-15 18:18:39.753,EM500 Co2,446,49.0,1009.9,29.7,
135745,2023-08-15 18:28:39.761,EM500 Co2,450,50.5,1010.2,29.0,
135763,2023-08-15 18:38:39.649,EM500 Co2,461,54.0,1010.3,28.3,
135781,2023-08-15 18:48:39.655,EM500 Co2,462,54.5,1010.4,27.8,
135800,2023-08-15 18:58:39.627,EM500 Co2,440,56.0,1010.6,27.3,
135817,2023-08-15 19:08:39.585,EM500 Co2,484,59.0,1010.9,27.0,
135836,2023-08-15 19:18:39.588,EM500 Co2,496,57.0,1011.0,26.4,
135854,2023-08-15 19:28:39.552,EM500 Co2,484,58.5,1011.2,26.0,
135873,2023-08-15 19:38:39.502,EM500 Co2,471,59.0,1011.5,25.8,
135891,2023-08-15 19:48:39.492,EM500 Co2,501,60.0,1011.6,25.4,
135909,2023-08-15 19:58:39.452,EM500 Co2,502,62.5,1011.6,25.1,
135928,2023-08-15 20:08:39.412,EM500 Co2,482,61.5,1011.8,25.2,
135947,2023-08-15 20:18:39.410,EM500 Co2,496,63.5,1011.9,25.0,
135964,2023-08-15 20:28:39.370,EM500 Co2,477,64.0,1012.0,24.9,
135982,2023-08-15 20:38:39.312,EM500 Co2,478,64.0,1012.2,25.1,
136000,2023-08-15 20:48:39.320,EM500 Co2,468,63.5,1012.3,25.2,100.0
136019,2023-08-15 20:58:39.280,EM500 Co2,500,64.0,1012.4,25.4,
136037,2023-08-15 21:08:39.245,EM500 Co2,484,63.5,1012.5,25.4,
136055,2023-08-15 21:18:39.220,EM500 Co2,458,63.5,1012.4,25.6,
136073,2023-08-15 21:28:39.198,EM500 Co2,459,64.0,1012.5,25.6,
136092,2023-08-15 21:38:39.136,EM500 Co2,473,64.0,1012.6,25.7,
136110,2023-08-15 21:48:39.128,EM500 Co2,484,64.0,1012.6,25.6,
136129,2023-08-15 21:58:39.110,EM500 Co2,482,65.0,1012.6,25.5,
136147,2023-08-15 22:08:39.072,EM500 Co2,499,65.5,1012.6,25.1,
136166,2023-08-15 22:18:39.070,EM500 Co2,492,68.0,1012.7,24.7,
136183,2023-08-15 22:28:40.729,EM500 Co2,475,67.5,1012.9,24.3,
136202,2023-08-15 22:38:38.968,EM500 Co2,541,71.5,1013.0,23.8,
136220,2023-08-15 22:48:38.962,EM500 Co2,559,72.5,1013.0,23.3,
136239,2023-08-15 22:58:38.938,EM500 Co2,531,72.0,1013.1,22.9,
136257,2023-08-15 23:08:38.892,EM500 Co2,508,73.0,1013.2,22.7,
136276,2023-08-15 23:18:38.884,EM500 Co2,532,73.5,1013.2,22.4,
136294,2023-08-15 23:28:38.842,EM500 Co2,584,77.0,1013.2,22.2,
136312,2023-08-15 23:38:38.786,EM500 Co2,531,78.0,1013.2,21.9,
136330,2023-08-15 23:48:38.786,EM500 Co2,544,79.0,1013.3,22.0,
136349,2023-08-15 23:58:38.758,EM500 Co2,550,77.0,1013.2,21.8,
136367,2023-08-16 00:08:38.719,EM500 Co2,604,80.5,1013.2,21.5,
136386,2023-08-16 00:18:38.700,EM500 Co2,564,80.5,1013.3,21.2,
136404,2023-08-16 00:28:38.663,EM500 Co2,585,81.0,1013.3,21.0,
136423,2023-08-16 00:38:38.607,EM500 Co2,538,81.0,1013.3,20.9,
136441,2023-08-16 00:48:38.610,EM500 Co2,562,82.0,1013.4,20.8,
136460,2023-08-16 00:58:38.578,EM500 Co2,603,83.0,1013.4,20.7,
136479,2023-08-16 01:08:38.556,EM500 Co2,631,81.5,1013.4,20.4,
136498,2023-08-16 01:18:38.534,EM500 Co2,636,81.5,1013.5,20.6,
136516,2023-08-16 01:28:38.494,EM500 Co2,630,82.0,1013.4,20.5,
136535,2023-08-16 01:38:38.440,EM500 Co2,606,81.5,1013.5,20.4,
136553,2023-08-16 01:48:38.434,EM500 Co2,669,82.5,1013.5,20.4,
136572,2023-08-16 01:58:40.118,EM500 Co2,597,83.0,1013.5,20.3,
136589,2023-08-16 02:08:38.411,EM500 Co2,594,83.5,1013.4,20.1,
136607,2023-08-16 02:18:38.348,EM500 Co2,609,85.0,1013.4,20.0,
136625,2023-08-16 02:28:38.323,EM500 Co2,578,84.0,1013.5,20.2,
136644,2023-08-16 02:38:38.266,EM500 Co2,528,83.0,1013.4,20.4,
136662,2023-08-16 02:48:38.265,EM500 Co2,542,82.5,1013.5,20.7,
136681,2023-08-16 02:58:38.231,EM500 Co2,528,82.0,1013.4,20.9,
136699,2023-08-16 03:08:39.911,EM500 Co2,528,83.0,1013.4,20.8,
136718,2023-08-16 03:18:38.189,EM500 Co2,539,82.5,1013.5,20.7,
136736,2023-08-16 03:28:38.137,EM500 Co2,537,83.5,1013.5,20.4,
136755,2023-08-16 03:38:38.127,EM500 Co2,547,83.0,1013.5,20.2,
136773,2023-08-16 03:48:38.089,EM500 Co2,555,84.5,1013.5,19.9,
136791,2023-08-16 03:58:38.063,EM500 Co2,546,84.5,1013.6,19.9,
136808,2023-08-16 04:08:38.039,EM500 Co2,535,84.5,1013.8,19.9,
136826,2023-08-16 04:18:38.017,EM500 Co2,563,84.0,1013.9,19.5,
136844,2023-08-16 04:28:37.975,EM500 Co2,599,85.5,1013.9,19.2,
136863,2023-08-16 04:38:37.925,EM500 Co2,542,86.0,1014.0,19.3,
136881,2023-08-16 04:48:37.859,EM500 Co2,557,86.0,1014.1,19.5,
136900,2023-08-16 04:58:37.890,EM500 Co2,524,86.0,1014.1,19.7,
136918,2023-08-16 05:08:37.859,EM500 Co2,519,85.0,1014.0,20.1,
136937,2023-08-16 05:18:37.833,EM500 Co2,524,83.5,1014.2,20.8,
136955,2023-08-16 05:28:37.799,EM500 Co2,512,82.5,1014.3,21.1,
136973,2023-08-16 05:38:37.771,EM500 Co2,526,81.0,1014.3,21.8,
136991,2023-08-16 05:48:37.737,EM500 Co2,519,80.0,1014.5,21.9,
137010,2023-08-16 05:58:37.703,EM500 Co2,514,79.0,1014.6,22.2,
137028,2023-08-16 06:08:37.681,EM500 Co2,514,78.5,1014.6,22.6,
137047,2023-08-16 06:18:37.669,EM500 Co2,501,75.0,1014.6,24.0,
137065,2023-08-16 06:28:37.637,EM500 Co2,507,74.5,1014.7,24.0,
137084,2023-08-16 06:38:37.579,EM500 Co2,504,74.5,1014.6,24.2,
137102,2023-08-16 06:48:37.563,EM500 Co2,490,72.5,1014.6,25.0,
137121,2023-08-16 06:58:37.535,EM500 Co2,494,69.0,1014.4,25.8,
137139,2023-08-16 07:08:37.495,EM500 Co2,493,69.5,1014.4,25.7,
137158,2023-08-16 07:18:37.479,EM500 Co2,485,69.5,1014.4,26.1,
137174,2023-08-16 07:28:37.429,EM500 Co2,500,69.0,1014.4,26.5,
137193,2023-08-16 07:38:37.402,EM500 Co2,489,67.0,1014.4,27.1,
137211,2023-08-16 07:48:37.385,EM500 Co2,492,64.0,1014.4,27.9,
137230,2023-08-16 07:58:37.367,EM500 Co2,465,63.0,1014.4,29.5,
137248,2023-08-16 08:08:37.325,EM500 Co2,470,54.0,1014.2,32.7,
137268,2023-08-16 08:18:37.306,EM500 Co2,467,49.5,1014.2,33.2,
137285,2023-08-16 08:28:37.281,EM500 Co2,468,48.0,1014.1,34.1,
137305,2023-08-16 08:38:37.225,EM500 Co2,458,46.0,1014.0,34.6,
137323,2023-08-16 08:48:37.218,EM500 Co2,457,47.5,1014.0,34.6,
137342,2023-08-16 08:58:37.220,EM500 Co2,462,42.0,1013.9,35.6,
137359,2023-08-16 09:08:37.158,EM500 Co2,459,41.0,1013.8,35.7,
137378,2023-08-16 09:18:37.149,EM500 Co2,483,41.0,1013.8,36.0,
137396,2023-08-16 09:28:37.124,EM500 Co2,442,40.0,1013.7,36.1,
137415,2023-08-16 09:38:37.077,EM500 Co2,462,40.5,1013.6,36.0,
137433,2023-08-16 09:48:37.078,EM500 Co2,465,42.0,1013.5,36.0,
137452,2023-08-16 09:58:37.044,EM500 Co2,463,44.5,1013.3,36.7,
137470,2023-08-16 10:08:37.006,EM500 Co2,456,40.5,1013.2,36.6,
137488,2023-08-16 10:18:36.998,EM500 Co2,465,37.5,1013.1,36.6,
137506,2023-08-16 10:28:36.968,EM500 Co2,465,37.5,1013.0,36.6,
137525,2023-08-16 10:38:36.920,EM500 Co2,430,37.5,1013.0,36.6,
137542,2023-08-16 10:48:36.920,EM500 Co2,442,40.0,1012.8,36.1,
137560,2023-08-16 10:58:36.874,EM500 Co2,443,37.0,1012.7,36.6,
137576,2023-08-16 11:08:36.866,EM500 Co2,423,40.0,1012.7,36.8,
137595,2023-08-16 11:18:36.854,EM500 Co2,438,37.0,1012.5,37.1,
137612,2023-08-16 11:28:36.834,EM500 Co2,433,36.5,1012.4,36.8,
137631,2023-08-16 11:38:36.798,EM500 Co2,433,38.5,1012.3,37.1,
137649,2023-08-16 11:48:36.790,EM500 Co2,433,31.5,1012.2,37.3,
137668,2023-08-16 11:58:36.762,EM500 Co2,429,34.5,1012.1,37.5,
137685,2023-08-16 12:08:36.726,EM500 Co2,422,35.0,1012.1,37.6,
137704,2023-08-16 12:18:36.708,EM500 Co2,424,34.0,1011.9,37.8,
137722,2023-08-16 12:28:36.702,EM500 Co2,434,35.5,1011.9,38.2,
137741,2023-08-16 12:38:36.658,EM500 Co2,429,31.5,1011.8,38.3,
137759,2023-08-16 12:48:36.656,EM500 Co2,434,36.0,1011.7,38.0,
137778,2023-08-16 12:58:36.624,EM500 Co2,403,34.5,1011.6,38.3,
137796,2023-08-16 13:08:36.586,EM500 Co2,437,32.5,1011.5,38.6,
137815,2023-08-16 13:18:36.582,EM500 Co2,418,30.5,1011.4,38.3,
137833,2023-08-16 13:28:36.566,EM500 Co2,423,31.0,1011.3,38.1,
137853,2023-08-16 13:38:36.510,EM500 Co2,432,34.0,1011.1,38.0,
137872,2023-08-16 13:48:36.518,EM500 Co2,405,33.0,1011.0,38.4,
137890,2023-08-16 13:58:36.482,EM500 Co2,426,31.0,1010.8,38.4,
137908,2023-08-16 14:08:36.455,EM500 Co2,439,30.5,1010.8,38.7,
137926,2023-08-16 14:18:36.448,EM500 Co2,431,31.0,1010.9,39.1,
137944,2023-08-16 14:28:36.422,EM500 Co2,416,30.5,1010.8,39.1,
137962,2023-08-16 14:38:36.375,EM500 Co2,441,31.5,1010.7,38.9,
137981,2023-08-16 14:48:36.395,EM500 Co2,418,31.5,1010.4,38.7,
137999,2023-08-16 14:58:36.353,EM500 Co2,418,31.5,1010.3,38.8,
138018,2023-08-16 15:08:36.305,EM500 Co2,423,30.5,1010.1,38.8,
138036,2023-08-16 15:18:36.316,EM500 Co2,413,30.0,1010.1,38.7,
138055,2023-08-16 15:28:36.283,EM500 Co2,419,31.5,1010.1,38.0,
138073,2023-08-16 15:38:36.259,EM500 Co2,433,33.0,1010.1,37.6,
138092,2023-08-16 15:48:36.235,EM500 Co2,453,33.5,1010.0,37.4,
138110,2023-08-16 15:58:36.227,EM500 Co2,406,33.0,1009.9,36.4,
138130,2023-08-16 16:08:36.167,EM500 Co2,429,34.5,1009.9,35.2,
138147,2023-08-16 16:18:36.179,EM500 Co2,422,36.0,1009.9,35.5,
138166,2023-08-16 16:28:36.142,EM500 Co2,417,35.5,1009.8,35.6,
138184,2023-08-16 16:38:36.094,EM500 Co2,442,35.5,1009.8,35.4,
138203,2023-08-16 16:48:36.074,EM500 Co2,405,36.0,1009.9,34.9,
138221,2023-08-16 16:58:36.072,EM500 Co2,432,37.0,1009.9,35.1,
138240,2023-08-16 17:08:37.723,EM500 Co2,423,37.5,1010.1,34.8,
138258,2023-08-16 17:18:36.007,EM500 Co2,433,38.0,1010.2,33.7,
138276,2023-08-16 17:28:35.979,EM500 Co2,437,39.0,1010.2,32.6,
138293,2023-08-16 17:38:35.929,EM500 Co2,437,41.0,1010.5,31.7,
138312,2023-08-16 17:48:35.917,EM500 Co2,440,43.5,1010.7,31.1,
138330,2023-08-16 17:58:35.895,EM500 Co2,429,44.5,1010.7,30.8,
138349,2023-08-16 18:08:35.895,EM500 Co2,442,45.5,1010.7,30.2,
138367,2023-08-16 18:18:35.840,EM500 Co2,453,46.5,1010.8,29.8,
138386,2023-08-16 18:28:35.801,EM500 Co2,439,47.5,1010.7,29.2,
138405,2023-08-16 18:38:35.759,EM500 Co2,455,48.5,1010.9,28.5,
138424,2023-08-16 18:48:35.743,EM500 Co2,457,49.5,1011.1,28.1,
138442,2023-08-16 18:58:35.687,EM500 Co2,460,51.0,1011.3,27.6,
138461,2023-08-16 19:08:35.695,EM500 Co2,476,54.5,1011.3,27.0,
138479,2023-08-16 19:18:35.629,EM500 Co2,470,55.0,1011.4,26.4,
138485,2023-08-16 19:23:15.011,EM500 Co2,463,56.0,1011.5,26.2,100.0
138502,2023-08-16 19:33:15.946,EM500 Co2,477,56.5,1011.5,25.9,
138521,2023-08-16 19:43:15.957,EM500 Co2,486,57.5,1011.6,26.0,
138539,2023-08-16 19:53:15.907,EM500 Co2,440,57.0,1011.8,26.4,
138558,2023-08-16 20:03:15.879,EM500 Co2,477,57.5,1011.9,26.1,
138576,2023-08-16 20:13:15.849,EM500 Co2,503,60.5,1012.0,25.8,
138595,2023-08-16 20:23:15.820,EM500 Co2,474,61.0,1012.0,25.0,
138613,2023-08-16 20:33:15.762,EM500 Co2,490,63.5,1012.0,25.0,
138632,2023-08-16 20:43:15.748,EM500 Co2,485,63.5,1012.1,24.5,
138650,2023-08-16 20:53:15.769,EM500 Co2,540,66.0,1012.1,24.1,
138669,2023-08-16 21:03:15.697,EM500 Co2,506,64.5,1012.0,23.8,
138688,2023-08-16 21:13:15.700,EM500 Co2,512,66.5,1012.0,23.5,
138707,2023-08-16 21:23:15.634,EM500 Co2,514,68.0,1011.9,23.4,
138725,2023-08-16 21:33:15.593,EM500 Co2,550,70.0,1012.0,23.1,
138744,2023-08-16 21:43:15.586,EM500 Co2,556,71.0,1012.0,22.9,
138762,2023-08-16 21:53:15.556,EM500 Co2,513,71.5,1012.1,22.7,
138781,2023-08-16 22:03:15.496,EM500 Co2,576,72.5,1012.3,22.3,
138799,2023-08-16 22:13:15.496,EM500 Co2,522,72.0,1012.5,22.3,
138817,2023-08-16 22:23:15.470,EM500 Co2,585,75.0,1012.4,21.9,
138835,2023-08-16 22:33:15.414,EM500 Co2,541,74.5,1012.6,21.6,
138854,2023-08-16 22:43:15.408,EM500 Co2,600,74.0,1012.7,21.4,
138872,2023-08-16 22:53:15.380,EM500 Co2,566,75.5,1012.7,21.3,
138890,2023-08-16 23:03:15.340,EM500 Co2,596,75.5,1012.7,21.2,
138908,2023-08-16 23:13:15.312,EM500 Co2,547,75.5,1012.5,21.1,
138927,2023-08-16 23:23:15.306,EM500 Co2,580,77.0,1012.5,21.0,
138945,2023-08-16 23:33:15.230,EM500 Co2,545,76.0,1012.6,20.9,
138964,2023-08-16 23:43:15.232,EM500 Co2,638,78.5,1012.6,20.9,
138982,2023-08-16 23:53:15.174,EM500 Co2,582,77.5,1012.5,20.7,
139001,2023-08-17 00:03:15.167,EM500 Co2,600,78.5,1012.7,20.7,
139019,2023-08-17 00:13:15.139,EM500 Co2,599,78.5,1012.7,20.6,
139038,2023-08-17 00:23:15.118,EM500 Co2,607,79.5,1012.8,20.4,
139055,2023-08-17 00:33:15.066,EM500 Co2,611,79.5,1012.8,20.3,
139074,2023-08-17 00:43:16.766,EM500 Co2,644,80.5,1012.8,20.0,
139092,2023-08-17 00:53:15.024,EM500 Co2,539,79.0,1012.9,20.4,
139110,2023-08-17 01:03:14.992,EM500 Co2,504,78.0,1012.9,21.2,
139128,2023-08-17 01:13:14.976,EM500 Co2,487,76.5,1013.0,21.7,
139147,2023-08-17 01:23:14.973,EM500 Co2,492,75.0,1012.9,21.9,
139165,2023-08-17 01:33:14.892,EM500 Co2,492,73.5,1013.0,22.3,
139182,2023-08-17 01:43:14.883,EM500 Co2,481,73.0,1013.0,22.3,
139200,2023-08-17 01:53:14.852,EM500 Co2,510,73.0,1013.2,22.2,
139219,2023-08-17 02:03:14.809,EM500 Co2,501,73.5,1013.1,22.1,
139238,2023-08-17 02:13:14.866,EM500 Co2,508,74.0,1013.2,21.8,
139256,2023-08-17 02:23:14.762,EM500 Co2,518,75.0,1013.0,21.4,
139274,2023-08-17 02:33:14.721,EM500 Co2,515,75.5,1013.1,21.2,
139293,2023-08-17 02:43:16.415,EM500 Co2,492,76.0,1012.8,21.1,
139309,2023-08-17 02:53:14.679,EM500 Co2,558,77.5,1012.8,20.9,
139327,2023-08-17 03:03:14.635,EM500 Co2,543,78.5,1012.9,20.4,
139345,2023-08-17 03:13:14.627,EM500 Co2,562,78.0,1012.8,20.2,
139364,2023-08-17 03:23:14.583,EM500 Co2,558,80.0,1012.7,20.0,
139382,2023-08-17 03:33:14.555,EM500 Co2,571,81.0,1012.6,19.8,
139401,2023-08-17 03:43:14.531,EM500 Co2,557,82.0,1012.7,19.6,
139419,2023-08-17 03:53:14.517,EM500 Co2,615,83.0,1012.7,19.4,
139438,2023-08-17 04:03:14.473,EM500 Co2,555,83.0,1012.6,19.2,
139456,2023-08-17 04:13:14.455,EM500 Co2,572,82.5,1012.8,19.0,
139475,2023-08-17 04:23:14.420,EM500 Co2,651,83.5,1012.8,19.1,
139493,2023-08-17 04:33:14.379,EM500 Co2,558,85.5,1012.7,19.1,
139513,2023-08-17 04:43:14.369,EM500 Co2,531,85.5,1013.0,19.4,
139531,2023-08-17 04:53:14.335,EM500 Co2,532,84.0,1013.2,20.4,
139549,2023-08-17 05:03:14.299,EM500 Co2,517,82.0,1013.2,21.0,
139568,2023-08-17 05:13:14.296,EM500 Co2,522,81.0,1013.4,21.4,
139586,2023-08-17 05:23:14.262,EM500 Co2,509,79.0,1013.4,22.0,
139604,2023-08-17 05:33:14.204,EM500 Co2,498,76.5,1013.4,22.7,
139622,2023-08-17 05:43:14.183,EM500 Co2,488,70.5,1013.5,24.1,
139641,2023-08-17 05:53:14.166,EM500 Co2,492,66.5,1013.3,25.5,
139659,2023-08-17 06:03:14.129,EM500 Co2,504,62.5,1013.1,26.7,
139677,2023-08-17 06:13:14.101,EM500 Co2,487,60.0,1012.9,27.3,
139694,2023-08-17 06:23:14.043,EM500 Co2,472,57.0,1012.9,28.2,
139713,2023-08-17 06:33:14.020,EM500 Co2,491,56.0,1012.9,28.6,
139731,2023-08-17 06:43:14.006,EM500 Co2,463,53.0,1012.8,29.0,
139750,2023-08-17 06:53:13.990,EM500 Co2,472,53.0,1012.6,29.9,
139768,2023-08-17 07:03:13.943,EM500 Co2,481,52.5,1012.6,30.7,
139788,2023-08-17 07:13:13.939,EM500 Co2,452,50.0,1012.5,31.6,
139806,2023-08-17 07:23:13.909,EM500 Co2,484,46.5,1012.6,32.1,
139825,2023-08-17 07:33:13.832,EM500 Co2,470,47.5,1012.6,32.6,
139843,2023-08-17 07:43:13.845,EM500 Co2,454,44.0,1012.5,32.8,
139862,2023-08-17 07:53:13.825,EM500 Co2,473,46.5,1012.5,33.4,
139880,2023-08-17 08:03:13.783,EM500 Co2,468,43.5,1012.4,34.2,
139900,2023-08-17 08:13:13.767,EM500 Co2,456,39.5,1012.3,34.7,
139918,2023-08-17 08:23:13.733,EM500 Co2,455,39.5,1012.4,35.1,
139937,2023-08-17 08:33:13.684,EM500 Co2,455,39.0,1012.2,35.6,
139955,2023-08-17 08:43:13.683,EM500 Co2,464,39.0,1012.3,35.7,
139974,2023-08-17 08:53:13.659,EM500 Co2,474,40.0,1012.3,35.4,
139992,2023-08-17 09:03:13.649,EM500 Co2,430,40.5,1012.2,35.3,
140011,2023-08-17 09:13:13.609,EM500 Co2,448,41.5,1012.2,35.2,
140029,2023-08-17 09:23:13.576,EM500 Co2,443,41.5,1012.1,35.7,
140048,2023-08-17 09:33:13.535,EM500 Co2,451,41.5,1012.0,35.7,
140066,2023-08-17 09:43:13.520,EM500 Co2,439,42.0,1012.1,35.9,
140084,2023-08-17 09:53:13.509,EM500 Co2,443,40.0,1012.0,35.9,
140102,2023-08-17 10:03:13.467,EM500 Co2,452,41.0,1011.9,35.8,
140121,2023-08-17 10:13:13.462,EM500 Co2,446,39.0,1011.8,36.2,
140137,2023-08-17 10:23:13.441,EM500 Co2,451,39.5,1011.7,36.3,
140156,2023-08-17 10:33:13.425,EM500 Co2,450,40.5,1011.6,36.6,
140174,2023-08-17 10:43:13.369,EM500 Co2,471,38.5,1011.5,36.8,
140193,2023-08-17 10:53:13.359,EM500 Co2,450,40.5,1011.2,36.7,
140211,2023-08-17 11:03:13.319,EM500 Co2,437,40.5,1011.2,36.8,
140229,2023-08-17 11:13:13.323,EM500 Co2,445,40.5,1011.1,37.1,
140246,2023-08-17 11:23:13.262,EM500 Co2,466,40.0,1011.0,37.3,
140265,2023-08-17 11:33:13.255,EM500 Co2,460,38.5,1010.8,37.6,
140283,2023-08-17 11:43:13.263,EM500 Co2,433,37.5,1010.6,37.8,
140302,2023-08-17 11:53:13.215,EM500 Co2,458,37.5,1010.6,37.1,
140319,2023-08-17 12:03:13.191,EM500 Co2,422,40.0,1010.3,35.7,
140339,2023-08-17 12:13:13.159,EM500 Co2,442,41.5,1010.4,35.4,
140357,2023-08-17 12:23:13.145,EM500 Co2,440,42.5,1010.4,36.0,
140375,2023-08-17 12:33:13.110,EM500 Co2,447,43.5,1010.4,34.9,
140393,2023-08-17 12:43:13.083,EM500 Co2,447,44.5,1010.2,33.8,
140412,2023-08-17 12:53:13.061,EM500 Co2,432,43.5,1010.2,32.8,
140430,2023-08-17 13:03:13.025,EM500 Co2,441,48.0,1010.1,31.8,
140449,2023-08-17 13:13:13.006,EM500 Co2,435,49.0,1010.1,31.2,
140467,2023-08-17 13:23:12.973,EM500 Co2,451,50.0,1010.3,30.8,
140486,2023-08-17 13:33:12.933,EM500 Co2,454,50.5,1010.4,30.5,
140504,2023-08-17 13:43:12.926,EM500 Co2,476,52.5,1010.4,30.2,
140523,2023-08-17 13:53:12.896,EM500 Co2,448,55.0,1010.5,29.7,
140541,2023-08-17 14:03:12.855,EM500 Co2,484,63.5,1010.5,29.1,
140560,2023-08-17 14:13:12.838,EM500 Co2,495,64.0,1010.6,28.6,
140578,2023-08-17 14:23:12.776,EM500 Co2,466,66.0,1010.6,28.2,
140595,2023-08-17 14:33:12.760,EM500 Co2,471,63.0,1010.7,28.1,
140614,2023-08-17 14:43:12.752,EM500 Co2,460,64.0,1010.8,28.1,
